,ID,geometry,Author,Shakun_id,Marcott_id,Location,Proxy Type,Lat ,Lon ,Elev/Depth (m a.s.l),Avg. Resolution,Season_int,Reference,Notes,Temperature Calibration Used,Calibration Equation,Additional Age Model Reference,Uploader,name,t0,t100,t200,t300,t400,t500,t600,t700,t800,t900,t1000,t1100,t1200,t1300,t1400,t1500,t1600,t1700,t1800,t1900,t2000,t2100,t2200,t2300,t2400,t2500,t2600,t2700,t2800,t2900,t3000,t3100,t3200,t3300,t3400,t3500,t3600,t3700,t3800,t3900,t4000,t4100,t4200,t4300,t4400,t4500,t4600,t4700,t4800,t4900,t5000,t5100,t5200,t5300,t5400,t5500,t5600,t5700,t5800,t5900,t6000,t6100,t6200,t6300,t6400,t6500,t6600,t6700,t6800,t6900,t7000,t7100,t7200,t7300,t7400,t7500,t7600,t7700,t7800,t7900,t8000,t8100,t8200,t8300,t8400,t8500,t8600,t8700,t8800,t8900,t9000,t9100,t9200,t9300,t9400,t9500,t9600,t9700,t9800,t9900,t10000,t10100,t10200,t10300,t10400,t10500,t10600,t10700,t10800,t10900,t11000,t11100,t11200,t11300,t11400,t11500,t11600,t11700,t11800,t11900,t12000,t12100,t12200,t12300,t12400,t12500,t12600,t12700,t12800,t12900,t13000,t13100,t13200,t13300,t13400,t13500,t13600,t13700,t13800,t13900,t14000,t14100,t14200,t14300,t14400,t14500,t14600,t14700,t14800,t14900,t15000,t15100,t15200,t15300,t15400,t15500,t15600,t15700,t15800,t15900,t16000,t16100,t16200,t16300,t16400,t16500,t16600,t16700,t16800,t16900,t17000,t17100,t17200,t17300,t17400,t17500,t17600,t17700,t17800,t17900,t18000,t18100,t18200,t18300,t18400,t18500,t18600,t18700,t18800,t18900,t19000,t19100,t19200,t19300,t19400,t19500,t19600,t19700,t19800,t19900,t20000,t20100,t20200,t20300,t20400,t20500,t20600,t20700,t20800,t20900,t21000,t21100,t21200,t21300,t21400,t21500,t21600,t21700,t21800,t21900,t22000
11,11,Point,Riethdorf,0,0,SO201-2-77,Mg/Ca - N. pachy sin.,56.3303,170.6988,-2130,437,NA,Riethdorf et al. 2013,NA,NA,NA,NA,Hupp,11.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425646202,0.21352499,0.001403778,-0.210717434,-0.422838646,-0.634959858,-0.801671753,-0.78674638,-0.771821007,-0.756895634,-0.741970261,-0.727044888,-0.712119515,-0.659202283,-0.568293192,-0.477384101,-0.38647501,-0.295565919,-0.204656828,-0.113747737,0.002805858,0.122208844,0.241611829,0.361014814,0.480417799,0.599820784,0.71352499,0.804434081,0.895343172,0.986252263,1.077161354,1.168070445,1.258979536,1.098328247,0.769970038,0.441611829,0.11325362,-0.215104589,-0.543462798,-0.871821007,-0.56936271,-0.196813691,0.175735329,0.548284348,0.920833368,0.717792152,0.370853376,0.023914601,-0.323024175,-0.669962951,-0.164656828,0.435343172,0.662009839,0.328676505,-0.004656828,0.275343172,0.555343172,0.382843172,-0.242156828,-0.788656828,-0.628656828,-0.468656828,-0.476656828,-0.596656828,-0.696323495,-0.612990161,-0.529656828,-0.616656828,-0.776656828,-0.831323495,-0.464656828,-0.097990161,0.17312095,0.062009839,-0.049101273,-0.160212384,-0.204656828,-0.204656828,-0.204656828,-0.204656828,-0.149101273,0.032185277,0.716395804,1.283578466,1.577696113,1.495343172,1.162009839,1.001225525,0.939787616,1.384232061,1.465931407,0.701225525,0.128676505,-0.315767939,-0.081252573,0.323002746,0.727258066,1.131513385,1.480125781,1.327951868,1.175777955,1.023604041,0.871430128,0.749888626,0.658979536,0.568070445,0.477161354,0.447974751,0.97429054,1.50060633,2.026922119,2.395343172,2.395343172,2.395343172,2.395343172,2.082843172,1.457843172,0.869417246,0.610157987,0.350898727,0.264308689,0.436722482,0.609136275,1.070343172,1.820343172,2.570343172,2.795343172,2.795343172,2.795343172,1.938200315,0.866771743,-0.204656828,-0.308105104,-0.41155338,-0.393942542,0.713200315,1.820343172,2.47429054,2.070781768,1.667272996,1.263764225,0.860255453,0.456746681,0.395343172,0.562009839,0.728676505,0.895343172,1.062009839,1.228676505,1.226490713,1.111736615,0.996982516,0.882228418,0.767474319,0.652720221,0.712009839,0.945343172,1.178676505,1.412009839,1.645343172,1.878676505,1.995343172,1.995343172,1.995343172,1.995343172,1.995343172,1.995343172,1.888676505,1.622009839,1.355343172,1.088676505,0.822009839,0.555343172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,Point,Max,0,0,SO201-2-12KL,UK'37,53.9927,162.3758,-2173,120,Summer-Fall,Max et al. 2012,NA,NA,NA,NA,Marcott,12.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.989465738,-1.301965738,-1.413275261,-1.222799071,-1.119465738,-1.219465738,-1.229465738,-1.029465738,-0.889465738,-0.889465738,-0.889465738,-0.689465738,-0.469465738,-0.369465738,-0.319465738,-0.469465738,-0.526051103,-0.208977933,0.108095238,0.425168409,0.655534262,0.105534262,-0.389465738,-0.389465738,-0.389465738,-0.389465738,-0.389465738,-0.389465738,-0.389465738,-0.437084785,-0.484703833,-0.714465738,-0.964465738,-0.925936326,-0.85534809,-0.784759855,-0.71417162,-0.643583385,-0.572995149,-0.502406914,-0.431818679,-0.689465738,-1.439465738,-1.418973934,-1.20585918,-0.992744426,-0.779629672,-0.566514918,-0.353400164,-0.246782811,-0.185807201,-0.124831591,-0.063855981,-0.002880372,0.058095238,0.119070848,0.180046458,0.035534262,-0.314465738,-0.314465738,0.035534262,0.335534262,0.585534262,0.615296167,0.424819977,0.390534262,0.590534262,0.670534262,0.570534262,0.434343786,0.243867596,0.140534262,0.240534262,0.595534262,1.545534262,1.96767712,1.15815331,0.510534262,0.510534262,0.480534262,0.330534262,0.239105691,0.381962834,0.543867596,0.877200929,1.210534262,1.28831204,-0.178354626,0.820534262,0.577200929,0.643867596,0.660534262,0.899423151,0.543867596,0.443867596,0.510534262,0.866089818,0.810534262,2.110534262,-0.478354626,-0.700576849,0.310534262,-0.489465738,-0.089465738,-0.939465738,-1.389465738,-3.289465738,-2.456132404,-3.539465738,-3.372799071,-4.539465738,-4.189465738,-3.839465738,-2.645021293,-3.756132404,-4.456132404,-5.122799071,-3.639465738,-3.314465738,-2.564465738,-3.275180023,-2.406132404,-3.003751452,-0.503751452,-3.003751452,-3.609465738,-3.489465738,-2.109465738,-2.464465738,-3.364465738,-3.389465738,-3.703751452,-3.060894309,-1.23232288,-4.73232288,-4.139465738,-4.103751452,-2.818037166,-5.349465738,-5.429465738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,13,Point,Riethdorf,0,0,SO201-2-12KL,Mg/Ca - N. pachy sin.,53.9927,162.3758,-2173,141,NA,Riethdorf et al. 2013,NA,NA,NA,NA,Hupp,13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473038228,-1.273038228,-1.413038228,-0.563038228,-0.110181086,-0.253038228,-0.368038228,-0.418038228,-0.468038228,-0.518038228,-0.595895371,-0.738752514,-0.923038228,-1.273038228,-1.413038228,-0.713038228,-0.233038228,-0.633038228,-0.904257741,-0.660355302,-0.416452863,-0.172550424,0.031961772,-0.118038228,-0.245721155,-0.172550424,-0.099379692,-0.02620896,0.046961772,-0.203038228,-0.453038228,-0.119704895,0.213628438,0.546961772,-0.608593784,-1.753038228,-1.219704895,-0.453038228,-0.386371562,-1.053038228,0.058072883,-0.786371562,-1.264149339,-0.433038228,-0.430816006,1.246961772,0.176961772,-0.519704895,0.046961772,0.813628438,2.059461772,0.596961772,3.846961772,1.046961772,0.913628438,-0.753038228,1.2755332,0.963628438,1.546961772,0.096961772,1.389818914,-0.019704895,1.080295105,-0.553038228,-0.267323943,-1.069704895,0.596961772,-0.403038228,-0.038752514,0.180295105,1.780295105,1.246961772,3.146961772,0.646961772,3.846961772,1.580295105,2.396961772,3.821961772,2.732676057,5.046961772,6.061247486,3.777731002,3.932676057,4.618390343,5.546961772,3.196961772,2.666961772,2.113628438,0.686961772,0.666961772,1.424739549,-0.686371562,-0.619704895,0.536961772,-0.430816006,-0.675260451,-0.781609657,-0.9244668,-0.953038228,-0.341927117,-0.27656764,-0.982449993,-1.853038228,-1.495895371,-1.428038228,-1.553038228,-1.419704895,-0.884288228,0.053211772,-1.473038228,-0.589401865,-1.073038228,-1.813038228,-0.062129137,-0.893038228,-0.503038228,-0.053038228,0.546961772,0.286961772,0.719689044,1.871961772,2.721961772,2.046961772,1.219689044,1.113628438,1.006961772,1.096961772,-0.736371562,0.046961772,0.621961772,1.146961772,0.146961772,4.906961772,1.566961772,-0.630816006,1.986961772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,Point,Max,0,0,LV29-114-3,UK'37,49.3757,152.8779,-1762,200,Summer-Fall,Max et al. 2012,NA,NA,NA,NA,Marcott,14.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.940500011,-1.046382364,-1.222852953,-1.626214297,-2.054785726,-1.873833345,-1.540500011,-1.607166678,-1.845261916,-1.740500011,-1.407166678,-1.311928583,-1.454785726,-1.559547631,-1.607166678,-1.66907144,-1.764309535,-1.754785726,-1.326214297,-0.945261916,-0.992880964,-1.040500011,-0.754785726,-0.46907144,-0.783357154,-1.164309535,-1.011928583,-0.726214297,-0.640500011,-0.640500011,-0.66907144,-0.716690488,-0.695045466,-0.604136375,-0.540500011,-0.540500011,-0.483357154,-0.197642869,0.083309512,0.32140475,0.559499989,0.797595227,1.035690465,0.63092856,0.154738084,0.268195641,0.529065206,0.811673902,1.116021728,1.326166655,1.159499989,0.992833322,1.226166655,1.559499989,1.442833322,0.651166655,-0.140500011,0.609499989,1.359499989,1.434499989,1.059499989,0.767833322,0.809499989,0.851166655,0.233413032,-0.549195664,-0.940500011,-0.940500011,-0.953000011,-1.078000011,-1.203000011,-0.948833345,-0.532166678,-0.25354349,-0.297021751,-0.340500011,-0.257166678,-0.173833345,0.109499989,0.526166655,0.963847815,1.485586945,2.007326075,1.571999989,1.030333322,0.650804336,0.433413032,0.227921041,0.070026304,0.216642846,1.073785703,0.559499989,0.53092856,1.459499989,0.388071417,-0.120500011,-0.261928583,-0.476214297,-0.435500011,-0.285500011,-0.318277789,-0.4293889,-0.540500011,-0.503462974,-0.466425937,-0.502568977,-0.709465529,-0.91636208,-1.079209689,-1.175983882,-1.272758076,-1.330822592,-1.298564528,-1.266306463,-1.221145173,-1.124370979,-1.027596786,-0.940500011,-0.940500011,-0.940500011,-0.940500011,-0.690500011,-0.440500011,-0.340500011,-0.840500011,-1.340500011,-1.118277789,-0.414574086,0.289129618,-0.332807704,-1.102038473,-1.718760881,-1.979630446,-2.240500011,-2.288119059,-2.335738107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,Point,Riethdorf,0,0,LV29-114-3,Mg/Ca - N. pachy sin.,49.3757,152.8779,-1762,183,NA,Riethdorf et al. 2013,NA,"Kozdon et al., 2009",Mg/Ca= .13T + 0.35,NA,Hupp,15.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.024011817,-1.16686896,-0.743059436,-0.07639277,-0.06686896,-0.495440389,-0.590678484,-0.352583246,-0.285916579,-0.47639277,-0.538297532,-0.300202294,-0.185916579,-0.56686896,-0.819249913,0.085511992,0.990273897,0.32360723,-0.343059436,-0.66686896,-0.952583246,-0.743059436,-0.409726103,-0.343059436,-0.390678484,-0.324011817,-0.181154674,0.549364806,1.867546624,2.347416754,0.871226278,-0.309726103,-0.309726103,-0.324011817,-0.46686896,-0.609726103,-0.562107055,-0.514488008,-0.295440389,-0.057345151,1.209321516,2.73313104,1.92360723,0.114083421,-0.270595668,0.294621723,0.565273897,0.14860723,-0.268059436,-0.309726103,-0.309726103,-0.266247842,-0.17929132,-0.15139277,-0.359726103,-0.568059436,-0.37639277,-0.084726103,-0.043059436,-0.37639277,-0.709726103,-0.50139277,-0.293059436,-0.059726103,0.190273897,0.340273897,0.090273897,-0.159726103,-0.487986973,-0.83581306,-0.822226103,-0.447226103,-0.15139277,-0.568059436,-0.984726103,-0.927117407,-0.666247842,-0.443059436,-0.27639277,-0.109726103,0.107665201,0.325056506,0.18610723,-0.105559436,-0.322226103,-0.36389277,-0.405559436,-0.409726103,-0.409726103,-0.27639277,0.010273897,0.93733272,0.349097426,0.590273897,-0.109726103,0.990273897,1.150273897,1.130273897,0.730273897,0.126637533,0.090273897,1.302773897,0.677773897,0.446523897,0.372092079,0.190273897,-0.00327449,-0.196822877,-0.390371264,-0.078147156,0.290273897,0.540273897,0.456940564,0.390273897,0.390273897,0.390273897,0.390273897,-0.47639277,0.140273897,0.811326529,-0.136041893,-0.265976103,0.421523897,-0.499726103,1.272092079,1.561241639,1.399951316,1.238660994,1.22360723,1.271226278,1.252773897,1.190273897,0.690273897,1.745829452,0.765273897,0.515273897,0.465273897,0.437496119,0.409718341,0.352773897,0.227773897,0.102773897,0.277773897,0.48610723,0.547416754,0.461702468,0.375988183,0.290273897,0.345829452,0.401385008,0.456940564,0.490273897,0.490273897,0.490273897,-0.309726103,-0.643059436,-0.649726103,-1.249726103,0.090273897,-0.269726103,-0.371264565,0.23733272,0.531450368,-0.08664918,-0.163572257,0.356940564,0.190273897,-0.109726103,-0.402033795,0.136427743,-0.245209974,-0.729080942,-1.21295191,-0.078956872,0.83733272,1.131450368,0.082581589,-0.148187642,0.473032518,-0.113174379,-0.699381275,-1.085726103,-1.005726103,-0.925726103,-0.694341488,-0.425110718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,Point,Affolter,0,0,MilandreCave_M6-M8,fluid inclusion dD,47.4855,7.0161,420,50,Annual,Affolter et al. 2019,Two speleothems (M6 & M8); no combined depth provided,NA,NA,NA,Marcott,16.csv,1.39896823,1.796319224,0.929177094,-0.078515213,0.821484787,0.546484787,0.648757514,1.480744046,1.065484787,0.859720081,1.177734787,0.783984787,0.91388985,1.213484787,1.093825212,1.150056215,1.410009377,1.221484787,0.890056215,0.821484787,0.588151453,1.503484787,0.883553752,0.891614657,0.811910319,0.690180439,0.928196196,0.807333843,0.96027789,1.320550207,0.525832613,0.889052354,1.177545393,1.607531298,1.001484787,1.092271304,1.095678335,1.290337246,1.057848423,0.842796262,1.427545393,1.14297239,1.107770501,1.481949903,0.806696054,0.665850984,1.450896551,1.31529922,0.948067065,1.31343881,1.501076624,1.183213182,1.518484787,1.355602434,1.155938568,1.344902508,1.229911753,1.456405422,1.453484787,0.821484787,1.321484787,0.751657201,0.935373676,1.248757514,1.305959673,1.676657201,1.690056215,1.721484787,1.621484787,1.407199072,1.621484787,1.630151453,1.634588235,1.521484787,1.597484787,1.436771411,1.75277313,1.821484787,1.739595023,1.109673763,0.767020501,0.038151453,0.147880726,0.747662797,0.764437807,0.638506063,1.181978614,1.063909029,1.608316063,1.443707009,1.365315956,1.371613321,1.525854967,1.442239504,1.501682807,1.496923383,2.380520931,1.55729874,1.786246692,1.133698527,0.500795132,0.494235429,0.339993784,0.90435192,0.589666605,0.27498129,0.429632935,0.133336639,-0.162959658,-0.459255954,-0.628635117,-0.436788595,-0.205598547,0.21106812,-1.017047323,-0.618330028,-0.978515213,-3.766394001,-5.843918057,-6.602211896,-7.121372356,-6.883277118,-6.64518188,-6.407086642,-5.940024647,-5.204175591,-4.468326534,-3.732477477,-2.996628421,-2.406709046,-2.5829205,-2.759131953,-2.554414494,-2.302615933,-2.060830326,-1.900058622,-1.739286917,-1.578515213,-1.443986065,-1.309456917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,Point,Watson,0,0,Silver_Lake,GDGT,41.354167,-83.8125,332,75,Annual,"Watson et al., 2018",Soil temperature,"Weijers et al., 2007a",MAT=(MBT - 0.122 - (0.187xCBT))/0.02,NA,Jones,17.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,Point,Fastovich,0,0,Bonnet_Lake,GDGT,40.667,-82.137,285,120,NA,D. Fastovich_et al. (in revision) &  D. Fastovich et al. (in-prep),Unpublished - DO NOT USE BEFORE PUBLICATION,NA,NA,NA,McDowell,18.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378090729,0.139620538,-0.098849653,-0.337319844,0.347333566,1.148570035,0.408643295,0.830589053,0.57961438,0.059632409,0.422009791,0.390203175,-0.061591719,-0.378991356,0.215764609,0.551363418,1.03959357,-0.0028255,1.224988823,-0.14130144,-0.250054275,-0.339674611,-0.429294947,-0.518915282,-0.608535618,-0.698155954,-1.04966268,-1.58091268,-1.239931831,-1.230148672,-1.575667899,-1.930754271,-2.234647585,-2.366020098,-2.094671335,-2.077084408,-1.894113412,-1.823001438,-2.069920687,-2.111243001,-1.536474748,-1.245839351,-0.866727558,-0.328058495,-0.082012801,-0.206604219,-0.18846864,-0.346744106,-0.817054577,-1.431882787,-0.962803034,-0.454153114,-0.358489849,-0.433807531,-0.729405015,-0.877791687,-0.885640605,-0.610411247,-1.254275602,-2.007902458,-2.751317921,-3.330925185,-3.791224418,-4.210431735,-3.965822248,-3.970420904,-4.539176885,-5.904702554,-5.99005106,-5.616707279,-4.686111073,-5.67943143,-5.508287223,-4.808787855,-4.900264415,-4.552137313,-4.143278616,-4.760188223,-4.72430885,-4.289830999,-4.535332209,-4.734529041,-4.713922928,-5.230932506,-5.452560161,-5.245633029,-4.936629299,-3.501281974,-1.896136552,-1.643969492,-1.859336506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19,Point,Hou,0,0,LQDP05-1Fs,UK'37,38.8112,100.37,3192,85,Summer,"Hou et al., 2016",NA,"Wang and Liu, 2012",UK'37 = 0.05613 T_1.1781,"An et al., 2012",Jones,19.csv,-1.974784127,-2.392592346,-2.478253515,-2.46355125,-4.874510154,-5.518140291,-4.937318374,-3.820880017,-3.371518821,-3.200537552,-2.953962209,-2.093140291,-1.182181387,-0.606838922,-1.41764127,-2.305126593,-2.873619743,-2.282797826,-1.729478005,-0.549069841,-0.242866319,-0.083414264,-0.071200509,-0.511473547,-0.951746584,-1.321427963,-1.218688237,-1.105494186,-0.987150991,-2.823962209,-3.073003305,-2.00615399,-3.862318374,-4.563688237,-4.541473782,-4.803542748,-6.71375673,-8.319989606,-6.429578648,-5.082386867,-4.461473782,-5.095956541,-6.745743031,-7.678619743,-7.288208785,-4.547797826,-3.660508265,-4.85135947,-3.070537552,-1.242866319,0.137202174,-2.390195086,-3.541907415,-3.248439299,0.048112425,1.057270667,1.128503544,0.854530941,0.895078887,1.419560701,2.681629666,3.169188476,2.723298065,1.23014738,2.020871045,2.596927935,2.970468791,3.344009647,2.63810873,1.898823016,1.324535601,1.555828118,1.129977778,0.622766893,0.786032199,0.401270295,0.395828118,1.742766893,1.516644444,1.142834921,1.136032199,1.242970975,0.823777517,-0.37485262,-0.434784127,-0.147437188,0.432834921,-0.805260318,-2.245396372,-3.784374291,-4.349948061,-3.771784127,-3.080450794,-2.553784127,-0.457450794,0.719409421,-0.325751869,0.925621278,-0.216650794,-1.042250794,-0.555984127,-0.371946289,1.664415873,1.22468254,2.910015873,4.408594251,0.981088889,2.445054583,0.410215873,-0.679945417,-0.460974603,2.056659723,1.072702504,0.515804108,1.47302336,1.662862932,0.427568814,-0.215703667,-0.217619376,-0.219535085,-0.221450794,-0.223366503,-0.979105115,-2.347006349,-1.793426102,-1.315401411,-1.021821164,-0.154784127,-1.71811746,-2.509471627,-2.79811746,-4.099069841,-6.17764127,-2.793355556,-2.354784127,-1.264784127,-4.619546032,-1.32764127,-1.474784127,-4.044784127,-1.581926984,-0.929878467,-0.489312429,-3.11211746,-1.364784127,-3.908784127,-2.964784127,-2.231254715,-3.153162505,-3.012152548,-3.039784127,-10.06228413,-10.8672211,-9.366784127,-8.566784127,-7.766784127,-0.005284127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,Point,Fastovich,0,0,Cupola_Pond,GDGT,36.799,-91.089,243,345,NA,D. Fastovich_et al. (in prep),Unpublished - DO NOT USE BEFORE PUBLICATION,NA,NA,"R.A. Jones et al., 2017",McDowell,20.csv,NA,NA,NA,NA,0.895104732,0.890308569,0.885512406,0.880716243,0.87592008,0.871123917,0.866327753,0.86153159,0.856735427,0.884726455,0.919914671,0.955102887,0.990291103,1.025479319,1.060667535,1.095855751,1.131043967,1.166232183,1.201420399,1.236608615,1.271796832,1.306985048,1.342173264,1.37736148,1.412549696,1.447737912,1.482926128,1.518114344,1.55330256,1.588490776,1.623678992,1.658867208,1.694055424,1.72924364,1.764431856,1.799620072,1.834808288,1.869996504,1.90518472,1.940372936,1.975561152,2.010749368,2.045937584,2.0811258,2.116314016,2.132687263,2.050281918,1.967876572,1.885471227,1.803065882,1.720660537,1.638255191,1.555849846,1.473444501,1.391039156,1.308633811,1.226228465,1.14382312,1.061417775,0.97901243,0.896607085,0.814201739,0.731796394,0.649391049,0.566985704,0.484580358,0.402175013,0.319769668,0.237364323,0.154958978,0.072553632,-0.009851713,-0.092257058,-0.174662403,-0.257067748,-0.339473094,-0.421878439,-0.421498272,-0.390498807,-0.359499341,-0.328499876,-0.29750041,-0.266500945,-0.235501479,-0.204502014,-0.173502548,-0.142503082,-0.111503617,-0.080504151,-0.049504686,-0.01850522,0.012494245,0.043493711,0.074493176,0.105492642,0.140034375,0.34814725,0.556260125,0.764373,0.972485875,1.180598749,1.221473778,0.951764234,0.682054691,0.412345147,0.142635603,0.086019177,0.218372118,1.371315156,1.244492808,0.113950936,-1.016590936,-2.147132808,-2.023494971,-1.194381047,-0.365267123,-0.393527024,-1.350608569,-2.19283882,-2.38424507,-2.57565132,-2.43664613,-2.068032992,-1.699419853,-2.35682019,-2.791627882,-5.028071544,-3.723567882,-3.371270739,-3.367409735,-3.369919388,-3.408529426,-3.447139465,-3.55704268,-3.722961963,-3.729044083,-3.410608329,-3.423532916,-3.718727424,-4.013921932,-4.30911644,-4.531065867,-4.395406952,-4.259748037,-5.109035858,-6.642778189,-6.529033542,-6.39893281,-6.357865048,-6.316797287,-6.275729525,-6.234661763,-6.223561844,-6.242429769,-6.354803558,-6.815427882,-7.725427882,-7.85939104,-6.964654198,-6.013267667,-6.702363176,-6.525892588,-6.943805301,-7.248714348,-6.89533089,-6.258798935,-5.604193672,-4.949588408,-6.464127882,-5.782735477,-6.485666344,-5.926146231,-5.660091185,-5.899661863,-5.641881893,-5.362575371,-5.823762585,-6.2849498,-6.728577221,-7.169105856,-7.557772326,-7.908883438,-8.033502882,-7.698275609,-7.62457732,-7.555617244,-7.355556453,-7.440927882,-7.864127882,-7.365877882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
