time,ne_labrador,se_usa,midwest,rocky_mt,w_usa,c_canada,alaska_yukon,greenland,mediterranean,scandinavia,uk,c_north_europe,iceland,siberia,e_china_japan,tibet,se_asia,australia,new_zealand,n_indian_ocean,e_africa,s_africa,w_africa,c_atlantic,s_atlantic,e_pacific,chile,antarctica,russian_far_east,carribean,se_brazil
1200,-0.605973051,-0.989205138,0.273319267,1.910506526,0.342353589,-0.487930038,0.438091078,0.660953044,0.473898397,0.007352803,1.213398903,1.008169601,0.316655466,-0.666168042,0.008932127,-0.159847731,0.388308203,-0.13212384,-0.399413618,0.399483573,-0.355831241,0.478633859,0.210712746,0.755272932,0.19817858,-0.391561496,-0.280121598,-0.459383598,-0.662000928,0.457548315,0.955641288
1300,-0.535424613,-1.165400892,0.301389049,1.656176598,0.038956321,-0.406362851,0.398890508,0.663389061,0.1825065,-0.097935906,1.247426074,0.730682158,0.337614539,-0.543485488,-0.18441721,-0.10860098,0.280409091,-0.098024804,-0.290602251,0.372734085,-0.14423223,0.530888523,0.134345564,0.844034633,0.137629175,-0.191422471,-0.285509091,-0.509618233,-0.756795279,0.40217952,1.593096946
1400,-0.334526307,-1.380121775,0.338951981,1.64123347,-0.803538119,-0.307873827,0.424047018,0.438203041,0.144157409,-0.171672651,1.687813164,0.28310063,0.29753191,-0.489698229,-0.178168463,-0.342530364,0.234930697,-0.02095186,-0.245809103,0.384832267,-0.282888017,0.528579791,0.242331462,0.892262787,-0.06958043,-0.120555146,-0.199630449,-0.422354116,-0.732850682,0.519682701,1.117165458
1500,-0.440291278,-1.096267361,0.353969553,1.702178683,-0.92127524,-0.559111085,0.488700365,0.315987926,0.208323047,-0.066292213,2.257109799,0.364868782,0.278460378,-0.50128239,-0.307521683,-0.393158459,0.251486151,0.025060256,-0.327928774,0.284913404,-0.265159355,0.456350826,0.317419268,-0.040749466,-0.625709148,-0.041128736,0.015581305,-0.588886125,-0.738827419,0.595702619,0.777051653
1600,-0.503997941,-0.923091475,0.383694621,1.479154684,-0.216833764,-0.717804019,0.453451133,0.300598915,0.102926456,0.068054149,2.104606715,0.653040239,-0.058263416,-0.621874641,-0.183012389,-0.785380356,0.170839869,0.056424886,-0.389383287,0.205422558,-0.280134579,0.324347943,0.579322866,0.181861492,-0.10695285,-0.021935648,0.028098667,-0.741522617,-0.74935896,0.643763169,0.769668184
1700,-0.690011696,-0.890263621,0.416593634,1.542936505,-0.845883836,-0.785326869,0.347962222,0.496439396,0.038215162,-0.005081923,1.730718286,0.711779212,-0.298843141,-0.596500776,-0.115532537,-0.729022179,0.29195363,0.084936785,-0.332565618,0.231391967,-0.419880444,0.237916751,0.562614598,0.182541255,-1.696928602,0.074308126,0.177202169,-0.561751122,-0.774878135,0.671447992,0.812622879
1800,-0.314253025,-0.627016201,0.436887748,1.609647591,-0.82759254,-0.592686197,0.234642496,0.59683492,0.123471627,0.085651552,1.494188437,0.754658272,-0.022357589,-0.663962947,-0.063406185,-0.961028434,0.1567086,0.097502466,-0.332130606,0.309922907,-0.404193319,0.338395742,0.495401069,0.236231101,-1.817008789,0.010703463,0.381359328,-0.337050426,-0.799147765,0.87260028,0.844631261
1900,-0.527222608,-0.621496908,0.406000662,1.627538259,-0.665679644,-0.441779426,0.266862395,0.580788426,0.212306967,0.043444788,1.560577922,0.741898652,-0.119039001,-0.714997095,-0.101736977,-0.632507079,-0.016635362,0.056649657,-0.235436034,0.027451822,-0.211863742,0.388168486,0.536572372,0.171624584,-2.241666771,-0.127317017,0.435355494,-0.513933067,-0.830952484,0.896783512,0.841976319
2000,-0.346623887,-0.49728662,0.412931672,1.543730196,-0.425628656,-0.167665362,0.347260857,0.540424738,0.368039645,0.206133155,1.611424951,0.825277541,-0.108573173,-0.705111663,-0.065147037,-0.484442931,0.034152739,0.00550978,-0.319801664,0.39675038,-0.131495484,0.425821967,0.522241162,0.233030057,-1.826464007,-0.042268105,0.391969564,-0.861612509,-0.81599729,0.714771444,0.692610238
2100,-0.434322057,-0.315493413,0.416446751,1.485021446,0.004633367,0.021758683,0.447377396,0.457957269,0.498828987,0.168482918,2.101364814,0.939083603,-0.196259483,-0.557584326,0.003838705,-0.609219323,0.075869211,-0.043374894,-0.257804772,0.191343567,-0.206357752,0.475951905,0.505716986,0.397910697,-2.20023963,-0.120213434,0.420320295,-0.861623016,-0.775089674,0.313477854,0.462157483
2200,-0.341343859,-0.107157006,0.478914511,1.465322894,-0.134204055,-0.112091267,0.465432428,0.640322444,0.507802787,-0.169068768,2.03812967,0.808724697,0.085348036,-0.530883036,-0.000189971,-0.460587783,0.038390801,-0.061157125,-0.19928214,0.275505257,-0.255786289,0.424093634,0.5220191,0.381824485,-1.901777659,-0.093176463,0.062183965,-0.500049565,-0.822735896,0.56102557,0.717762416
2300,-0.121271568,0.326376085,0.579602315,1.525511538,-0.254875776,-0.150965814,0.456294674,0.80371241,0.517154279,-0.156646211,1.450224318,0.912767839,-0.076720904,-0.417379119,-0.178536014,-0.355540878,0.063292708,-0.004740599,-0.28546375,0.414647795,-0.168630417,0.38467843,0.392436519,0.283331156,-1.909259319,-0.154558821,0.161433159,-0.681637919,-0.829526056,0.670384765,0.822441469
2400,-0.229719876,0.606437322,0.553242408,2.056742615,0.034725984,-0.058148551,0.442964799,0.76697617,0.571972933,-0.045000165,1.67026957,0.730278857,0.002165892,-0.265404866,-0.229262584,0.453214679,-0.0009343,0.131735162,-0.357409212,0.334482148,-0.120382671,0.42244367,0.219702012,0.106179766,-0.94498622,-0.010497449,0.248685772,-0.719123237,-0.79738068,0.47588314,0.670138614
2500,-0.251927437,0.324275667,0.539125256,2.126460012,-0.168738809,0.080708596,0.432044173,0.757343506,0.580158849,-0.056917404,1.399844146,0.69305024,0.192892029,-0.242263618,-0.214229762,-0.54916672,0.012153433,0.165415436,-0.305745674,0.282423308,-0.113961797,0.369631001,0.182346084,0.027034016,-1.505073272,-0.029778087,-0.009772604,-0.431658274,-0.827091645,0.430440326,0.795481668
2600,-0.235737976,0.086118757,0.54881572,2.239921056,-0.295825004,0.194422991,0.484470047,0.522751399,0.360359373,-0.223205809,1.706689097,0.723185594,0.029073589,-0.373001399,-0.261884543,-1.357541898,0.28292638,0.106582243,-0.25207207,0.205806483,-0.315217558,0.256818261,0.241120364,-0.156844452,-1.550845329,-0.007906136,0.093968152,-0.524745737,-0.882431483,0.496752682,1.03551271
2700,-0.236120372,-0.173840643,0.53703016,2.172758128,-0.15380718,0.244847464,0.478376294,0.712153358,0.079349419,-0.232140734,2.118828834,0.812552458,-0.318843544,-0.447599995,-0.201168009,-0.518196644,0.152584688,0.060247895,-0.178833133,0.161393965,-0.432949561,0.349368116,0.23827368,-0.169770118,-2.08505692,-0.08762478,0.071764749,-0.724195464,-0.607934524,0.480401459,0.851879922
2800,-0.087448152,-0.332063012,0.541834412,1.891217589,-0.422914673,0.25530329,0.493408655,0.963708157,0.089232444,-0.175336452,1.607543196,0.811654163,-0.208286245,-0.41937816,-0.289324902,-0.470780256,0.104450747,0.032068193,-0.148835458,0.317746712,-0.282431381,0.412140425,0.348596047,-0.172700934,-1.264250054,-0.040439026,0.154984759,-0.432621227,-0.379626777,0.391806953,0.711794864
2900,-0.299701913,-0.404680526,0.611448772,1.567245146,-0.235567982,0.247426502,0.536889257,0.784448429,0.13944128,-0.002274463,1.865510778,0.710312139,-0.011222554,-0.415080402,-0.151504597,-1.380411945,0.146364301,0.04371611,-0.123753485,0.35084162,-0.216051418,0.494077879,0.47590729,-0.176622215,-1.126828731,-0.013113967,0.319302091,-0.521542779,-0.455728583,0.379739387,0.658311561
3000,-0.170458827,-0.468345392,0.645023845,1.524503771,-0.450227581,-0.012033146,0.46684046,0.77130433,0.424951745,0.012898697,1.94704417,0.816116516,-0.227836505,-0.275066745,-0.123284922,-1.473508509,0.180720489,0.101919121,-0.118804565,0.301519011,-0.156750047,0.507488822,0.196813192,-0.179641368,-1.095615858,-0.093168577,0.347223877,-0.486673343,-0.515030586,0.507779655,0.879789674
3100,-0.041844244,-0.516705628,0.655899079,1.528443248,-0.286433983,0.162038989,0.539352051,0.790381072,0.688906818,-0.128515096,1.654400869,0.857743472,-0.166592554,-0.262309167,-0.169499191,-1.463884437,0.152385118,0.217663306,-0.085039674,0.430686864,-0.135298747,0.46237981,0.139482959,-0.111636366,-1.037813485,-0.157167372,0.350139644,-0.208535206,-0.641410626,0.62289771,0.936416731
3200,0.0095749,-0.419348154,0.674295175,1.582319058,-0.1189211,0.114851705,0.543668829,0.776602269,0.637014368,0.074541751,1.65413014,0.989593355,0.046744062,-0.446044614,-0.178910768,-2.03869384,0.112121872,0.323641783,-0.116961965,0.317929949,-0.024994328,0.384731207,0.235238302,-0.073410565,-0.418216778,-0.202211906,0.266078303,-0.364826002,-0.85742823,0.500378249,0.756672737
3300,-0.101961664,-0.241595053,0.616768057,1.633388325,-0.537654379,0.102935582,0.52212793,1.117734632,0.552031796,0.051386256,1.60946666,1.003033374,0.067114399,-0.601250333,-0.197071867,-1.998174491,-0.031805877,0.3987487,-0.131402536,0.212151333,-0.008560096,0.609804332,0.301535353,-0.079398574,-0.950177581,-0.214225987,-0.022550249,-0.674822158,-0.54474748,0.366715129,0.268023227
3400,-0.13868487,-0.107797556,0.610313753,1.138179037,-0.533498091,0.16491496,0.599178618,0.993975377,0.508063968,0.053497502,2.150455294,0.952691981,0.14695181,-0.58421238,-0.136548434,-2.387024438,-7.97E-05,0.387686728,-0.137193111,0.294103832,0.044791079,0.795239806,0.302912324,-0.069886753,-1.7710558,-0.183484564,-0.0184798,0.052003952,-0.534434219,0.203173233,0.796976212
3500,-0.083103256,-0.157407481,0.598809223,0.898771146,-0.430036052,0.211919163,0.587079488,0.932314033,0.533318001,-0.094569684,1.257147416,0.989201208,-0.390265868,-0.4448881,-0.022986725,-1.917706977,0.024359966,0.371660459,-0.175349123,0.260173025,-0.053640225,0.853165732,0.35665943,-0.020216533,-0.848939017,-0.117713811,0.112988396,-0.194540228,-0.576867114,0.078837082,1.057176276
3600,0.056169462,-0.224430531,0.575941654,0.951621303,-0.007320834,0.318985596,0.605029175,0.92130085,0.670657906,-0.191255432,1.494666275,1.058840307,-0.142378331,-0.235621274,0.048317602,-2.235992535,0.120583914,0.288471688,-0.191793281,0.368553485,0.038115666,0.764212563,0.454925491,-0.015783083,-0.686676566,-0.150957228,0.310211031,0.339603774,-0.614246207,0.119899186,1.060227071
3700,0.073013596,-0.116623634,0.663633968,1.126401158,-0.595962284,0.40487779,0.631395166,1.11793637,0.660333049,-0.174073485,0.79357594,1.125704039,-0.061880764,-0.080114879,0.176359016,-2.385954277,0.140958734,0.224622012,-0.222826129,0.285573615,0.027706157,0.679571631,0.406727989,-0.039315371,-1.163034645,-0.299049364,0.25058412,0.752187044,-0.566215001,0.055373675,0.773143684
3800,-0.024241555,-0.03927536,0.695741865,1.265887405,-0.537419941,0.307786011,0.513227529,1.173961785,0.61860603,-0.117656841,0.980844313,1.234117791,0.25373318,-0.067499825,0.203313108,-2.212327425,0.071951625,0.156860131,-0.132301401,0.230518494,-0.056978094,0.627927271,0.361266634,-0.042846174,-0.951354811,-0.320791482,0.172287819,-0.201702216,-0.360677904,0.005139383,0.731415274
3900,0.084493878,-0.092128886,0.685074218,1.341550307,-0.95433625,0.160690832,0.488606421,1.025628347,0.593922203,0.110767493,1.8535567,1.237616822,-0.014519669,-0.145855496,0.222252726,-2.279967228,0.137137156,0.083346319,-0.114411785,0.219058164,-0.000464283,0.505154671,0.352020181,-0.025252764,-0.910170036,-0.235326339,0.218547972,-0.025042188,-0.353162609,-0.006161448,0.694099366
4000,-0.097217596,0.070432728,0.643490737,1.322902662,-0.911804122,0.179186522,0.546100101,1.096060514,0.536887952,0.066944473,1.844915069,1.267221183,0.217004883,-0.228388004,0.320727733,-2.576819567,0.333772482,0.077621164,-0.172497523,0.136360782,0.09295283,0.387152442,0.526686537,0.000265653,-1.187034778,-0.325780182,0.292761322,0.694360638,-0.306001064,-0.032073156,0.624533725
4100,-0.197915884,0.157143509,0.642181611,1.195263396,-0.796582982,0.197657376,0.486794227,1.270590487,0.639786409,0.004961933,1.870197307,1.12565311,0.435247177,-0.308545709,0.326541756,-2.236849902,0.079559041,0.199283481,-0.224429752,0.140900761,0.228072706,0.298262455,0.531494894,0.037350569,-1.05110235,-0.425237804,0.159811748,0.240975433,0.030232796,0.003513061,0.554968084
4200,-0.725390812,0.054769,0.703688539,1.204290871,-0.934063181,0.129868645,0.45418713,1.331625262,0.827057657,0.126283147,1.96173859,1.31203954,0.089133482,-0.412970254,0.477939673,-2.75193686,0.139364614,0.315048238,-0.185760627,0.358598031,0.162024851,0.440685347,0.475444188,0.008336105,-0.726450317,-0.465066521,0.311368468,-0.22798885,-0.383922784,0.062437516,0.485402443
4300,-0.454512539,0.210396181,0.702919821,1.215622781,-1.077214481,0.127058633,0.520308394,1.643505132,0.83714528,0.175327562,1.887636955,1.408794037,0.517272308,-0.450499271,0.440190117,-3.012065433,0.106401641,0.323767032,-0.251601312,0.15952746,-0.019471635,0.553378975,0.395424392,0.020261068,-0.843701551,-0.446730209,0.398543425,-0.031775807,-0.765967505,0.137597768,0.490113584
4400,-0.125127418,0.411304661,0.685275414,1.297608607,-1.116637957,0.155094407,0.507792544,1.592736564,0.729901772,0.273810055,1.219107566,1.504893183,0.011092276,-0.426298158,0.466789191,-2.822041981,0.093132385,0.425175164,-0.260307016,0.345350345,0.015902574,0.720033177,0.173413278,-0.009083673,-1.115114708,-0.504897291,0.209141317,0.238234052,-0.6771274,0.21275802,0.52177001
4500,-0.013800555,0.263521352,0.682048253,1.059619042,-1.141783334,0.287774527,0.448390121,0.990181724,0.668779947,0.408531992,1.585714077,1.301289067,0.435259143,-0.307504846,0.50534448,-2.298130732,0.037370998,0.768428481,-0.187993985,0.463009509,0.081830326,0.789146492,0.187263702,0.007709443,-1.337106835,-0.51091911,0.271715041,0.145118742,-0.5451923,0.282556738,0.553426437
4600,0.160593636,0.214104752,0.63991548,1.162639101,-1.002108671,0.337589239,0.299348056,1.259229023,0.791584206,0.510097926,1.339399665,1.364127751,0.355363213,-0.352082066,0.422448456,-2.298095232,0.116856889,0.792513706,-0.114477304,0.267285017,0.157087578,0.758907133,0.071161516,0.03082836,-1.55187478,-0.474044428,0.362804675,0.523862196,-0.65917837,0.369070096,0.585082864
4700,0.09374946,0.227821989,0.610820102,1.129963271,-1.254687524,0.334800615,0.344399834,1.179443648,0.760982972,0.443678699,1.976082415,1.478785905,0.08669693,-0.344741318,0.427949009,-2.783332418,0.023234824,0.598767974,-0.082897239,0.182657365,0.21340813,0.652255452,0.234245073,0.117489126,-1.510634701,-0.479471185,0.44227358,0.887948368,-0.475244518,0.285143563,0.61673929
4800,-0.203475601,-0.030821259,0.579936698,0.990343597,-0.814899503,0.562736266,0.360971979,1.1547799,0.676197772,0.440421514,1.66165103,1.423010995,0.264048715,-0.329393804,0.580127217,-1.141650508,0.098396059,0.569071646,-0.096745078,0.277243804,0.189982819,0.646663618,0.18331401,0.203129805,-1.551067129,-0.219660255,0.457595008,0.172732281,-0.463700063,0.254694172,0.648395717
4900,-0.39331817,-0.008963669,0.590472073,0.850473654,-0.286721189,0.565503761,0.334951059,1.313286297,0.519671942,0.316711604,2.089028366,1.612147026,0.005541731,-0.304416543,0.624574095,-1.119228418,0.118782576,0.613444778,-0.12241755,0.291757135,0.255115524,0.7146062,0.08770529,0.232477463,-1.616735517,-0.212046908,0.309195939,0.500155224,-0.639382966,0.252848654,0.680052144
5000,-0.326648668,-0.182226588,0.587301831,0.748509016,-0.76489141,0.347810323,0.439993903,1.376097569,0.542629545,0.286945014,1.666987419,1.611615951,-0.002229228,-0.163712057,0.63246842,-1.485628395,0.193393066,0.602675129,-0.149763056,0.248278502,0.337598414,0.712119306,0.205400593,0.234066569,-1.343207573,-0.198822939,0.356714937,-0.215900652,-0.444448523,0.149718894,0.71170857
5100,-0.054519774,-0.006844071,0.598798823,0.70413429,-0.390829936,0.444199266,0.468997224,1.318888877,0.530460926,0.347154625,1.975966131,1.61220703,0.304502757,-0.027702859,0.606111825,-1.991327705,0.164104762,0.6000298,-0.04723385,0.397910371,0.38790964,0.652558175,0.484822749,0.162527053,-1.659348884,-0.294833913,0.227792368,-0.016005561,-0.385804522,0.008165858,0.743364997
5200,-0.090688077,-0.010143202,0.626627271,0.67172964,-0.151903685,0.354820405,0.508044373,1.258811653,0.443572409,0.29077428,2.368110867,1.779711975,0.47972695,-0.061932884,0.613654175,-1.644229804,0.117396116,0.476877501,0.019727508,0.290027909,0.398911451,0.501457981,0.378331944,0.068029627,-1.307563806,-0.250834853,0.241070881,0.352010765,-0.247332221,-0.097717896,0.592289329
5300,-0.05829455,-0.096257855,0.64211705,0.719698881,-0.290595863,0.396163248,0.505341409,1.313511274,0.412587786,0.26400111,0.944534377,1.794601945,0.461343913,-0.053434012,0.701775228,-1.125970043,0.123535109,0.584303004,-0.08998264,0.284947483,0.452165885,0.356588585,0.289282089,-0.046091903,-1.159651237,-0.241619589,0.297181872,0.163742951,0.012938277,-0.137729892,0.499753921
5400,0.138309549,-0.053044155,0.632442323,0.768050603,-0.26746403,0.479183785,0.468835846,1.461120364,0.671686035,0.295948117,0.754881421,1.724718897,0.478679054,-0.348761164,0.714359009,-0.903015858,0.107625013,0.621552085,-0.191075811,0.160369784,0.527178877,0.290979523,0.347783793,-0.028158368,-0.943781687,-0.259821942,0.37645296,-0.541169372,-0.185734784,-0.058227283,0.557709913
5500,0.353861183,-0.064057594,0.597020729,0.731690191,-0.283223339,0.617015273,0.604694831,1.394295883,0.722874894,0.406971513,0.400323372,1.53335862,0.215316339,-0.140519976,0.666925508,-0.565928625,0.22659896,0.684297224,-0.21548299,0.272198289,0.570920575,0.309215342,0.244667456,-0.024409384,-0.356114008,-0.33396639,0.404888554,-0.341570594,-0.31728285,0.031984201,0.543023623
5600,0.491978935,-0.25035206,0.556073836,0.524588289,-0.337545623,0.688819357,0.55612973,1.446714769,0.729497078,0.397602081,0.599318315,1.387823242,0.329502387,0.04794228,0.839630192,-0.500289436,0.254220015,0.748235052,-0.208264596,0.349012842,0.578204458,0.431892583,0.227477273,-0.047467426,-0.772745417,-0.268531015,0.528372942,-0.023131572,-0.189523072,0.109553969,0.686594347
5700,0.217781527,-0.203821777,0.548199051,0.355296294,0.00546048,0.715601718,0.528235595,1.372571904,0.715429239,0.397773375,0.693133911,1.465956961,0.229751814,0.039310088,0.863741012,-0.417002894,0.135820454,0.812265439,-0.088517212,0.343998253,0.643966494,0.457241259,0.261907092,-0.049137345,-1.144465082,-0.212538451,0.689555288,-0.141341489,-0.146605946,0.099661781,0.763655374
5800,0.091398993,-0.344810745,0.621540015,0.290922853,0.429653489,0.560889153,0.422005553,1.393127408,0.752690656,0.377589929,0.988997539,1.419045884,0.411527062,-0.0015679,0.709875414,-0.555785971,0.258181636,0.848839825,-0.064304569,0.356510131,0.722458368,0.213349197,0.155765566,-0.10708574,-1.555820605,-0.360827789,0.574195538,0.539244099,-0.114870678,0.080250118,0.453959141
5900,-0.018036662,-0.149324452,0.455586295,0.368952327,0.589931718,0.408447354,0.253466512,1.451049667,0.736009318,0.224533723,0.913098412,1.451729602,0.298123101,0.02909076,0.740525173,-0.54192424,0.207302094,0.842635625,-0.067036893,0.265551938,0.646844132,0.232520522,0.117417051,-0.101567623,-1.470610102,-0.225623823,0.501828346,0.117469287,-0.093943222,0.048027092,0.480146789
6000,0.186687094,-0.031177727,0.415223629,0.405274769,0.056412322,0.197634202,0.375637041,1.383874044,0.699801033,0.338413697,1.295882389,1.669536308,0.344969107,0.105165926,0.903775354,0.450417791,0.134999536,0.81288297,-0.007086564,0.467109737,0.456559855,0.339158705,0.169853118,-0.069146023,-1.62538434,-0.238121829,0.504663708,-0.056543357,-0.205918608,0.033459257,0.572516397
6100,0.363312905,0.068119657,0.423943464,0.494723455,0.110295685,0.009808987,0.390180697,1.491842344,0.701886686,0.174771465,1.286841051,1.705700481,0.098619718,0.096093121,0.699456409,1.000026802,0.219494681,0.77879381,-0.060876117,0.328852156,0.531643524,0.488433912,0.263520228,-0.028031214,-1.270748534,-0.189735974,0.485700131,0.071566141,-0.128090563,0.023305219,0.852695709
6200,0.462101235,0.229792839,0.38985691,0.583236327,0.08621304,0.107421695,0.412565818,1.300971056,0.68530425,0.230858839,0.467927488,1.646479372,0.275358716,0.101804762,0.722465556,1.213557853,0.224631564,0.74470465,-0.20483959,0.325088661,0.44428011,0.253615456,0.224879687,-0.011871383,-1.016207877,-0.284527451,0.426572387,0.074782603,-0.259372786,0.155508754,1.156553455
6300,0.570569363,0.437555821,0.450313009,0.631181509,0.131178727,0.344512375,0.450847567,1.518116604,0.858476028,0.27655221,0.798601208,1.593036384,0.27424183,0.119886435,0.712983271,1.361958155,0.194465282,0.710768162,-0.071633521,0.410675908,0.363580518,0.320173844,0.274430542,0.005722005,-0.571943099,-0.263437494,0.470720362,0.46639904,-0.400792671,0.26210325,0.954339269
6400,0.494429841,0.357482866,0.451813301,0.695921006,0.124622395,0.45553346,0.662621634,1.350357893,0.838880084,0.375086416,0.241770412,1.556406157,0.262065833,0.144551866,0.69596788,1.656189174,0.217201616,0.716682708,-0.039065994,0.49976596,0.398802689,0.609118368,0.33124575,0.089707334,-0.904035842,-0.167588513,0.508423267,0.91302537,-0.305937315,0.322667315,1.077155623
6500,0.338749805,0.361473953,0.46325693,0.806195216,-0.300415005,0.672722155,0.784328626,1.195153779,0.50038108,0.324422383,0.505615815,1.542291007,0.086048495,0.037369389,0.751000653,1.62276315,0.199477484,0.717497474,0.012999399,0.351682391,0.517695936,0.627591483,0.306787292,0.103123016,-0.303754353,-0.203720821,0.414361357,0.077281393,-0.300549814,0.288072226,1.09830913
6600,0.202291064,0.295414384,0.530444651,1.008377736,0.031331379,0.792826801,0.543326458,1.346157597,0.451305219,0.367636116,0.070003759,1.480284915,0.328011413,-0.079089181,0.753434305,1.115693001,0.239137743,0.707811592,0.055500372,0.39939993,0.566624039,0.650870965,0.343699099,0.09279345,-0.330319027,-0.179488686,0.402859702,-0.546871258,-0.297567133,0.278660037,1.204322619
6700,0.307463242,0.385117704,0.575664799,1.063432541,-0.389445466,0.673096359,0.428930853,1.11234751,0.543318554,0.350611609,0.280739719,1.580167715,0.532141191,-0.178890969,0.762449738,0.497235353,0.15695179,0.727013132,-0.056018542,0.325654954,0.433449041,0.907171747,0.401930124,0.085678792,-0.191565817,-0.218918544,0.396915815,-0.079332495,-0.251700899,0.333263198,1.351332158
6800,0.338192369,0.417640314,0.550778672,1.0221752,0.263705116,0.557874931,0.410932368,1.047499435,0.666811011,0.288116344,0.473959928,1.629420727,0.344368492,-0.126691316,0.76542073,0.014686071,0.140284209,0.674870373,-0.019464168,0.340608385,0.380019946,0.372557315,0.530444627,0.006735639,-0.32894144,-0.221474629,0.308042947,-0.110788024,-0.122602926,0.426368845,0.992049685
