u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,source,proxy_category
425,182,57.63,14.53,Kansjon,Kansjon.EPD.lpd,308,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,NA,NA,NA,NA,LakeSediment,175.37,10425.17,pollen,31,6,this compilation,wave1,330.6387097,NA,NA,NA,NA,Kansjon.EPD.lpd.csv,LipD,LipD,pollen
426,183,46.52,32.62,Kardashinski Swamp,KardashinskiSwamp.Kremenetski.1995.lpd,4,Europe>Eastern Europe>Ukraine,Europe>Eastern Europe>Ukraine,"Kremenetski, Constantin V.",1995,Holocene vegetation and climate history of southwestern Ukraine,Review of Palaeobotany and Palynology,Peat,290.92,9206.06,pollen,38,6,this compilation,wave1,234.6089474,NA,NA,NA,NA,KardashinskiSwamp.Kremenetski.1995.lpd.csv,LipD,LipD,pollen
427,184,58.38,22.2,Karujarv,Karujarv.EPD.lpd,32,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,NA,NA,NA,NA,LakeSediment,484.76,8373.49,pollen,74,6,this compilation,wave1,106.6044595,NA,NA,NA,NA,Karujarv.EPD.lpd.csv,LipD,LipD,pollen
428,185,64.17,-127.62,Keele,Keele.Szeicz.1995.lpd,1150,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Szeicz, Julian M.; MacDonald, Glen M.; Duk-Rodkin, Alejandra",1995,"Late Quaternary vegetation history of the central Mackenzie Mountains, Northwest Territories, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,0,10888,pollen,51,7,this compilation,wave1,213.4901961,NA,NA,NA,NA,Keele.Szeicz.1995.lpd.csv,LipD,LipD,pollen
429,186,49.82,-102.3,Kenosee,Kenosee.Porter.1992.lpd,746,North America>Canada>Saskatchewan,North America>Canada>Saskatchewan,"Porter, S.C.; Sauchyn, M.A.",1992,Moose Mountain palynology study: Final report,NA,LakeSediment,67,5511,pollen,28,7,this compilation,wave1,194.4285714,NA,NA,NA,NA,Kenosee.Porter.1992.lpd.csv,LipD,LipD,pollen
430,187,38.87,-107.03,Keystone Iron Bog,KeystoneIronbog.Fall.1985.lpd,2920,North America>United States Of America>Colorado,North America>United States Of America>Colorado,"Fall, P.L.",1988,Vegetation dynamics in the southern Rocky Mountains: Late Pleistocene and Holocene timberline fluctuations,NA,LakeSediment,-5,9168,pollen,31,7,this compilation,wave1,295.9032258,NA,NA,NA,NA,KeystoneIronbog.Fall.1985.lpd.csv,LipD,LipD,pollen
431,188,67.3628,62.7507,Kharinei,Kharinei.Jones.2011.lpd,108,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Jones, V. J.; Solovieva, N.; Self, A. E.; McGowan, S.; Rosen, P.; Salonen, J. S.; Sepp _, H.; V _liranta, M.; Parrott, E.; Brooks, S. J.",2011,"The influence of Holocene tree-line advance and retreat on an arctic lake ecosystem: A multi-proxy study from Kharinei Lake, northeastern European Russia",Journal of Paleolimnology,LakeSediment,-53.246,11502.69,chironomid,39,8,this compilation,wave1,296.3060513,NA,NA,NA,NA,Kharinei.Jones.2011.lpd.csv,LipD,LipD,chironomid
432,189,73,102,Khatanga-12 Lake,Khatanga-12Lake.Syrykh.2017.lpd,60,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Syrykh, L. S.; Nazarova, L. B.; Herzschuh, U.; Subetto, D. A.; Grekov, I. M.",2017,Reconstruction of palaeoecological and palaeoclimatic conditions of the Holocene in the south of the Taimyr according to an analysis of lake sediments,Contemporary Problems of Ecology,LakeSediment,211.677,6918.66,chironomid,24,8,this compilation,wave1,279.457625,NA,NA,NA,NA,Khatanga-12Lake.Syrykh.2017.lpd.csv,LipD,LipD,chironomid
433,190,54.2,56.9,Kinderlinskaya Cave,KinderlinskayaCave.Baker.2017.lpd,240,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Baker, Jonathan L.; Lachniet, Matthew S.; Chervyatsova, Olga; Asmerom, Yemane; Polyak, Victor J.",2017,Holocene warming in western continental Eurasia driven by glacial retreat and greenhouse forcing,Nature Geoscience,Speleothem,-50,11704,NA,NA,8,www.ncdc.noaa.gov/paleo/study/21610,wave1,#VALUE!,NA,NA,NA,NA,KinderlinskayaCave.Baker.2017.lpd.csv,LipD,LipD,others
434,191,61.8211,16.4044,Klotjaernen,Klotjaernen.Pollen.Sweden.lpd,235,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Giesecke, T.; Bjune, A.E.; Chiverrell, R.C.; Sepp _, H.; Ojala, A.E.K.; Birks, H.J.B.",2008,Exploring Holocene continentality changes in Fennoscandia using present and past tree distributions,Quaternary Science Reviews,LakeSediment,-59.8566,9497.06,pollen,111,9,this compilation,wave1,86.09834775,NA,NA,NA,NA,Klotjaernen.Pollen.Sweden.lpd.csv,LipD,LipD,pollen
435,192,36.88,28.64,Koeycegiz Goelue,KoeycegizGoelue.EPD.lpd,20,Asia>Western Asia>Turkey,Asia>Western Asia>Turkey,NA,NA,NA,NA,LakeSediment,1.52,5438.86,pollen,47,6,this compilation,wave1,115.6880851,NA,NA,NA,NA,KoeycegizGoelue.EPD.lpd.csv,LipD,LipD,pollen
436,193,-74.083,97.4833,Komsomolskaia,Komosomolskaia.Ciais.1992.lpd,3499,Antarctica,Antarctica,"Ciais, P; Petit, J R; Jouzel, J; Lorius, C; Barkov, N I; Lipenkov, V; Nicola  ev, V",1992,Evidence for an early Holocene climatic optimum in the Antarctic deep ice-core record,Climate Dynamics,GlacierIce,0,14934.1,dD,851,NA,this compilation,wave1,17.54888367,NA,NA,NA,NA,Komosomolskaia.Ciais.1992.lpd.csv,LipD,LipD,dD
437,194,34,97.2,Koucha,Koucha.Herzschuh.2009.lpd,4540,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Herzschuh, Ulrike; Kramer, Annette; Mischke, Steffen; Zhang, Chengjun",2009,Quantitative climate and vegetation trends since the late glacial on the northeastern Tibetan Plateau deduced from Koucha Lake pollen spectra,Quaternary Research,LakeSediment,0,16438,pollen,66,9,this compilation,wave1,249.0606061,NA,NA,NA,NA,Koucha.Herzschuh.2009.lpd.csv,LipD,LipD,pollen
438,195,71.34,-113.78,KR02,KR02chironomid.Fortin.2010.lpd,299,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Fortin, Marie-Claude; Gajewski, Konrad",2010,"Postglacial environmental history of western Victoria Island, Canadian Arctic",Quaternary Science Reviews,LakeSediment,-44.95,10085.8,chironomid,93,7,this compilation,wave1,108.9327957,NA,NA,NA,NA,KR02chironomid.Fortin.2010.lpd.csv,LipD,LipD,chironomid
439,196,71.34,-113.78,KR02,KR02Pollen.Peros.2008.lpd,299,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Peros, Matthew C.; Gajewski, Konrad",2008,"Holocene climate and vegetation change on Victoria Island, western Canadian Arctic",Quaternary Science Reviews,LakeSediment,-48,10101.5012,pollen,69,9,www.ncdc.noaa.gov/paleo/study/15444,wave1,147.0942203,NA,NA,NA,NA,KR02Pollen.Peros.2008.lpd.csv,LipD,LipD,pollen
440,197,68.35,-154.61,Kurupa Lake,Kurupa.Boldt.2015.lpd,920,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Boldt, Brandon R; Kaufman, Darrell S; McKay, Nicholas P; Briner, Jason P",2015,"Holocene summer temperature reconstruction from sedimentary chlorophyll content, with treatment of age uncertainties, Kurupa Lake, Arctic Alaska",The Holocene,LakeSediment,-52.909,5593.69,chlorophyll,1997,8,www.ncdc.noaa.gov/paleo/study/18995,wave1,2.827540811,NA,NA,NA,NA,Kurupa.Boldt.2015.lpd.csv,LipD,LipD,chlorophyll
441,198,69.6285,123.6481,Kyutyunda,Kyutyunda.Biskaborn.2016.lpd,66,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Biskaborn, B.K.; Subetto, D.A.; Savelieva, L.A.; Vakhrameeva, P.S.; Hansche, A.; Herzschuh, U.; Klemm, J.; Heinecke, L.; Pestryakova, L.A.; Meyer, H.; Kuhn, G.; Diekmann, B.",2016,Late Quaternary vegetation and lake system dynamics in north-eastern Siberia: Implications for seasonal climate variability,Quaternary Science Reviews,LakeSediment,90.3684,12085.6,pollen,30,9,10.1594/PANGAEA.848906,wave1,399.8410533,NA,NA,NA,NA,Kyutyunda.Biskaborn.2016.lpd.csv,LipD,LipD,pollen
442,199,-5.7,11.23,KZAI_01,KZAI_01.Hardy.2018.lpd,-816,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Hardy, William; Marret, Fabienne; Penaud, Aurelie; le Mezo, Priscilla; Droz, Laurence; Marsset, Tania; Kageyama, Masa",2018,Quantification of last glacial-Holocene net primary productivity and upwelling activity in the equatorial eastern Atlantic with a revised modern dinocyst database,"Palaeogeography, Palaeoclimatology, Palaeoecology",MarineSediment,1540,43422,dinocyst,190,9,this compilation,wave1,220.4315789,NA,NA,NA,NA,KZAI_01.Hardy.2018.lpd.csv,LipD,LipD,dinocyst
443,200,50.42,-74.2297,Lac Aurelie,LacAurelie.Bajolle.2018.lpd,440,North America>Canada>Quebec,North America>Canada>Quebec,"Bajolle, Lisa; Larocque-Tobler, Isabelle; Gandouin, Emmanuel; Lavoie, Martin; Bergeron, Yves; Ali, Adam A.",2018,Major postglacial summer temperature changes in the central coniferous boreal forest of Quebec (Canada) inferred using chironomid assemblages,Journal of Quaternary Science,LakeSediment,-19,8282.12,chironomid,164,8,www.ncdc.noaa.gov/paleo/study/24370,wave1,50.61658537,NA,NA,NA,NA,LacAurelie.Bajolle.2018.lpd.csv,LipD,LipD,chironomid
444,201,46.72,-70.3,Lac Colin,LacColin.Mott.1977.lpd,658,North America>Canada>Quebec,North America>Canada>Quebec,"Mott, R. J.",1977,Late-Pleistocene and Holocene palynology in southeastern Quebec,Geographie physique et Quaternaire,LakeSediment,56,10789,pollen,44,7,this compilation,wave1,243.9318182,NA,NA,NA,NA,LacColin.Mott.1977.lpd.csv,LipD,LipD,pollen
445,202,47.7167,-70.6667,Lac du Sommet,LacduSommet.Hausmann.2011.lpd,830,North America > Canada > Quebec,North America > Canada > Quebec,"Hausmann, Sonja; Larocque-Tobler, Isabelle; Richard, Pierre J.H.; Pienitz, Reinhard; St-Onge, Guillaume; Fye, Falko",2011,"Diatom-inferred wind activity at Lac du Sommet, southern Quebec, Canada: A multiproxy paleoclimate reconstruction based on diatoms, chironomid and pollen for the past 9500 years",The Holocene,LakeSediment,-52,9483,chironomid,107,8,this compilation,wave1,89.11214953,NA,NA,NA,NA,LacduSommet.Hausmann.2011.lpd.csv,LipD,LipD,chironomid
446,203,58.87,-71.72,Lac Faribault,LacFaribault.Larouche.1981.lpd,250,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA,LakeSediment,-1,4361,pollen,24,7,this compilation,wave1,181.75,NA,NA,NA,NA,LacFaribault.Larouche.1981.lpd.csv,LipD,LipD,pollen
447,204,52.25,-67.07,Lac Gras,LacGras.King.1986.lpd,530,North America>Canada>Quebec,North America>Canada>Quebec,"King, G.A.",1986,Deglaciation and vegetation history of western Labrador and adjacent Quebec,NA,LakeSediment,-30,7300,pollen,24,7,this compilation,wave1,305.4166667,NA,NA,NA,NA,LacGras.King.1986.lpd.csv,LipD,LipD,pollen
448,205,49.21,-65.81,Lac Leonard,LacLeonard.Labelle.1984.lpd,17,North America>Canada>Quebec,North America>Canada>Quebec,"Labelle, Claude; Richard, Pierre J. H.",1984,"Histoire postglaciaire de la vegetation dans la region de Mont-Saint-Pierre, Gaspesie, Quebec",Geographie physique et Quaternaire,LakeSediment,523,9791,pollen,25,7,this compilation,wave1,370.72,NA,NA,NA,NA,LacLeonard.Labelle.1984.lpd.csv,LipD,LipD,pollen
449,206,56.78,-64.83,Lac Martyne,LacMartyne.McAndrews.NA.lpd,365,North America>Canada>Quebec,North America>Canada>Quebec,NA,NA,NA,NA,LakeSediment,46,6798,pollen,27,7,this compilation,wave1,250.0740741,NA,NA,NA,NA,LacMartyne.McAndrews.NA.lpd.csv,LipD,LipD,pollen
450,207,65.22,-126.12,Lac Meleze,LacMeleze.MacDonald.1987.lpd,650,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"MacDonald, Glen M.",1987,Postglacial vegetation history of the Mackenzie River Basin,Quaternary Research,LakeSediment,-32,10590,pollen,47,7,this compilation,wave1,226,NA,NA,NA,NA,LacMeleze.MacDonald.1987.lpd.csv,LipD,LipD,pollen
451,208,56.67,-64.68,Lac Patricia,LacPatricia.McAndrews.1983.lpd,538,North America>Canada>Quebec,North America>Canada>Quebec,"Samson, G.",1983,"Prehistorie du Mushuau Nipi, Nouveau-Quebec: Etude du mode d'adaptation a l'interier des terres hemi-arctiques",NA,LakeSediment,-2,5581,pollen,36,7,this compilation,wave1,155.0833333,NA,NA,NA,NA,LacPatricia.McAndrews.1983.lpd.csv,LipD,LipD,pollen
452,209,50.55,-66.27,Lac Petel,LacPetel.King.1986.lpd,270,North America>Canada>Quebec,North America>Canada>Quebec,"King, G.A.",1986,Deglaciation and vegetation history of western Labrador and adjacent Quebec,NA,LakeSediment,19,8374,pollen,26,7,this compilation,wave1,321.3461538,NA,NA,NA,NA,LacPetel.King.1986.lpd.csv,LipD,LipD,pollen
453,210,41.42,-84.75,Ladd,Ladd.Shane.1993.lpd,249,North America>United States Of America>Ohio,North America>United States Of America>Ohio,"Shane, Linda C.K.; Anderson, Katherine H.",1993,"Intensity, gradients and reversals in late glacial environmental change in east-central North America",Quaternary Science Reviews,LakeSediment,-32.9,10883.8,pollen,59,7,this compilation,wave1,185.0288136,NA,NA,NA,NA,Ladd.Shane.1993.lpd.csv,LipD,LipD,pollen
454,211,43.05,-6.15,Lago de Ajo,LagodeAjo.Allen.1996.lpd,1570,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,"Allen, Judy R. M.; Huntley, B; Watts, W. A.",1996,"The vegetation and climate of northwest Iberia over the last 14,000 years",Journal of Quaternary Science,LakeSediment,0.07,10922.51,pollen,78,6,this compilation,wave1,140.0312821,NA,NA,NA,NA,LagodeAjo.Allen.1996.lpd.csv,LipD,LipD,pollen
455,212,42.9888,10.8972,Lago Dell Accesa,LagoDellAccesa.Finsinger.2010.lpd,157,Europe>Southern Europe>Italy,Europe>Southern Europe>Italy,"Finsinger, Walter; Colombaroli, Daniele; De Beaulieu, Jacques-Louis; Valsecchi, Verushka; Vanni态re, Boris; Vescovi, Elisa; Chapron, Emmanuel; Lotter, Andre F.; Magny, Michel; Tinner, Willy",2010,Early to mid-Holocene climate change at Lago dell'Accesa (central Italy): Climate signal or anthropogenic bias?,Journal of Quaternary Science,LakeSediment,4479,11552,pollen,86,6,www.ncdc.noaa.gov/paleo/study/9901,wave1,82.24418605,NA,NA,NA,NA,LagoDellAccesa.Finsinger.2010.lpd.csv,LipD,LipD,pollen
456,213,-41.0583,-71.5167,Lago Moreno,LagoMoreno.Markgraf.2002.lpd,800,South America>Argentina,South America>Argentina,"Markgraf, Vera; Webb, Robert S; Anderson, Katherine H; Anderson, Lysanna",2002,Modern pollen/climate calibration for southern South America,"Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,2135,14450,pollen,30,9,this compilation,wave1,410.5,NA,NA,NA,NA,LagoMoreno.Markgraf.2002.lpd.csv,LipD,LipD,pollen
457,214,44.36,10.12,Lago Verdarolo,LagoVerdarolo.Samartin.2011.lpd,1390,Europe>Southern Europe>Italy,Europe>Southern Europe>Italy,"Samartin, S.; Heiri, O.; Joos, F.; Renssen, H.; Franke, J.; Broennimann, S.; Tinner, W.",2017,Warm Mediterranean mid-Holocene summers inferred from fossil midge assemblages,Nature Geoscience,LakeSediment,-59,13720,chironomid,50,8,www.ncdc.noaa.gov/paleo/study/21030,wave1,275.58,NA,NA,NA,NA,LagoVerdarolo.Samartin.2011.lpd.csv,LipD,LipD,chironomid
458,215,-14.4667,-61.0667,Laguna Chaplin,LagunaChaplin.Punyasena.2008.lpd,225,South America>Bolivia,South America>Bolivia,"Punyasena, Surangi W.; Mayle, Francis E.; McElwain, Jennifer C.",2008,Quantitative estimates of glacial and Holocene temperature and precipitation change in lowland Amazonian Bolivia,Geology,LakeSediment,-44,15144,pollen,32,9,this compilation,wave1,474.625,NA,NA,NA,NA,LagunaChaplin.Punyasena.2008.lpd.csv,LipD,LipD,pollen
459,216,41.23,-0.17,Laguna Salada Chiprana,LagunaSaladaChiprana.EPD.lpd,150,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,NA,NA,NA,NA,LakeSediment,-8.78,7395.29,pollen,39,6,this compilation,wave1,189.8479487,NA,NA,NA,NA,LagunaSaladaChiprana.EPD.lpd.csv,LipD,LipD,pollen
460,217,61.4833,26.0833,Laihalampi,Laihalampi.Giesecke.2008.lpd,137,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Giesecke, T.; Bjune, A.E.; Chiverrell, R.C.; Sepp _, H.; Ojala, A.E.K.; Birks, H.J.B.",2008,Exploring Holocene continentality changes in Fennoscandia using present and past tree distributions,Quaternary Science Reviews,LakeSediment,0,11000,pollen,150,9,this compilation,wave1,73.33333333,NA,NA,NA,NA,Laihalampi.Giesecke.2008.lpd.csv,LipD,LipD,pollen
461,218,68.26,65.8,Lyadhej-To,LakeLyadhej-To.Andreev.2005.lpd,150,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Andreev, Andrei A.; Tarasov, Pavel E.; Ilyashuk, Boris P.; Ilyashuk, Elena A.; Cremer, Holger; Hermichen, Wolf-Dieter; Wischer, Frank; Hubberten, Hans-Wolfgang",2005,"Holocene environmental history recorded in Lake Lyadhej-To sediments, polar Urals, Russia","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,68.889,10888.064,chironomid,60,7,this compilation,wave1,180.3195833,NA,NA,NA,NA,LakeLyadhej-To.Andreev.2005.lpd.csv,LipD,LipD,chironomid
462,219,49.05,-120.1833,Lake of the Woods,LakeoftheWoods.Palmer.2002.lpd,2050,North America>Canada>British Columbia,North America>Canada>British Columbia,"Palmer, Samantha; Walker, Ian; Heinrichs, Markus; Hebda, Richard; Scudder, Geoffrey",2002,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)",Journal of Paleolimnology,LakeSediment,-122.2515,11788.5609,chironomid,63,8,this compilation,wave1,189.0605143,NA,NA,NA,NA,LakeoftheWoods.Palmer.2002.lpd.csv,LipD,LipD,chironomid
463,220,48.7833,-123.4445,Stowell Lake,LakeStowell.Lemmen.2018.lpd,70,North America>Canada>British Columbia,North America>Canada>British Columbia,"Lemmen, J.; Lacourse, T.",2018,"Fossil chironomid assemblages and inferred summer temperatures for the past 14,000 years from a low-elevation lake in Pacific Canada",Journal of Paleolimnology,LakeSediment,-57,14183,chironomid,119,8,this compilation,wave1,119.6638655,NA,NA,NA,NA,LakeStowell.Lemmen.2018.lpd.csv,LipD,LipD,chironomid
464,221,-25.84,-45.2,LaPAS_KF02,LaPAS_KF02.Pivel.2013.lpd,-827,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Pivel, M.A.G.; Santarosa, A.C.A.; Toledo, F.A.L.; Costa, K.B.",2013,The Holocene onset in the southwestern South Atlantic,"Palaeogeography, Palaeoclimatology, Palaeoecology",MarineSediment,402,12958,foraminifera,101,9,10.1594/PANGAEA.809921,wave1,124.3168317,NA,NA,NA,NA,LaPAS_KF02.Pivel.2013.lpd.csv,LipD,LipD,foraminifera
465,222,69,25,Lapland,Lapland.Helama.2009.lpd,335,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Helama, Samuli; Timonen, Mauri; Holopainen, Jari; Ogurtsov, Maxim G.; Mielik _inen, Kari; Eronen, Matti; Lindholm, Markus; Meril _inen, Jouko",2009,Summer temperature variations in Lapland during the Medieval Warm Period and the Little Ice Age relative to natural instability of thermohaline circulation on multi-decadal and multi-centennial scales,Journal of Quaternary Science,Wood,-55,7450,TRW,7506,NA,www.ncdc.noaa.gov/paleo/study/15444,wave1,0.999866773,NA,NA,NA,NA,Lapland.Helama.2009.lpd.csv,LipD,LipD,TRW
466,223,-66.7697,112.8069,Law Dome DSS,LawDome.Dahl-Jensen.1999.lpd,1390,Antarctica,Antarctica,"Dahl-Jensen, Dorthe; Morgan, Vin I.; Elcheikh, Alan",1999,Monte Carlo inverse modelling of the Law Dome (Antarctica) temperature profile,Annals of Glaciology,GlacierIce,-45,7452,borehole,34,NA,10.1594/PANGAEA.587008,wave1,220.5,NA,NA,NA,NA,LawDome.Dahl-Jensen.1999.lpd.csv,LipD,LipD,borehole
467,224,57.92,-75.62,Lake LB1,LB1.Gajewski.1993.lpd,200,North America>Canada>Quebec,North America>Canada>Quebec,"Gajewski, K.; Payette, S.; Ritchie, J. C.",1993,Holocene vegetation history at the boreal-forest-shrub-tundra transition in northwestern Quebec,The Journal of Ecology,LakeSediment,7,6931,pollen,28,7,this compilation,wave1,247.2857143,NA,NA,NA,NA,LB1.Gajewski.1993.lpd.csv,LipD,LipD,pollen
468,225,52.56,17.39,Lednica -1,Lednica-1.Makohonienko.1991.lpd,109,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Makohonienko, M.",1991,Untitled,Wstep do paleoecologi lednideiego parku Krajobvazowego,LakeSediment,345.51,10381.85,pollen,84,6,this compilation,wave1,119.4802381,NA,NA,NA,NA,Lednica-1.Makohonienko.1991.lpd.csv,LipD,LipD,pollen
469,226,52.56,17.39,Lednica -2,Lednica-2.Litt.1991.lpd,109,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Litt, T.; Tobolski, K.",1991,Beitraege zur postglazialen Vegetaionsgeschichte im Lednica-Gebiet,Wstep do paleoekologii Lednickiego Parku Krajobrazowego,LakeSediment,144.06,10063.66,pollen,103,6,this compilation,wave1,96.30679612,NA,NA,NA,NA,Lednica-2.Litt.1991.lpd.csv,LipD,LipD,pollen
