u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,source,proxy_category
368,125,47.47,12.36,Giering,Giering.Bortenschlager.1976.lpd,820,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Bortenschlager, I.",1976,Beitraege zur Vegetationsgeschichte Tirols II: Kufstein - Kitzbuehel - Pass Thurn,Ber. nat.-med. Verein Innsbruck,Peat,187.68,10970.58,pollen,81,6,this compilation,wave1,133.1222222,NA,NA,NA,NA,Giering.Bortenschlager.1976.lpd.csv,LipD,LipD,pollen
369,126,48.43,8.25,Glaswaldsee,Glaswaldsee.EPD.lpd,839,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Roesch, M.",2009,Zur vorgeschichtlichen Besiedlung und Landnutzung im noerdlichen Schwarzwald aufgrund vegetationsgeschichtlicher Untersuchungen in zwei Karseen. [Prehistoric settlement and land use history of the Northern Black Forest as indicated by pollenanalytical investigations in two cirque lakes],Mitt. Ver. Forstl. Standortskunde u. Forstpflanzenzuechtung,LakeSediment,376.23,10274.68,pollen,153,6,this compilation,wave1,64.69575163,NA,NA,NA,NA,Glaswaldsee.EPD.lpd.csv,LipD,LipD,pollen
370,127,54.09,18.55,Godziszewskie Lake,GodziszewskieLake.Miotk.1986.lpd,71,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Miotk, G.",1986,Badania palinologiczne osadow z polnocnego obrzeza jeziora Godziszewskiego kolo Tczewa/woj,gdanskie Fizjograficzne na Polska Zach,LakeSediment,212.13,9520.91,pollen,86,6,this compilation,wave1,108.2416279,NA,NA,NA,NA,GodziszewskieLake.Miotk.1986.lpd.csv,LipD,LipD,pollen
371,128,46.21,8.11,Gondo Alpjen,GondoAlpjen.Welten.1982.lpd,1724,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Welten, M.",1982,Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis,Denkschriften der Schweizerischen Naturforschenden Gesellschaft,LakeSediment,151.05,6577.36,pollen,42,6,this compilation,wave1,153.007381,NA,NA,NA,NA,GondoAlpjen.Welten.1982.lpd.csv,LipD,LipD,pollen
372,129,52.58,19.35,Gosciaz,Gosciaz.Welten.1982.lpd,64,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Welten, M.",1982,Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis,Denkschriften der Schweizerischen Naturforschenden Gesellschaft,LakeSediment,-35.95,10986.47,pollen,278,6,this compilation,wave1,39.64899281,NA,NA,NA,NA,Gosciaz.Welten.1982.lpd.csv,LipD,LipD,pollen
373,130,44.98,-69.32,Gould,Gould.Anderson.2008.lpd,89,North America>United States Of America>Maine,North America>United States Of America>Maine,"Anderson, R. Scott; Jacobson, George L.; Davis, Ronald B.; Stuckenrath, Robert",2008,"Gould Pond, Maine: Late-glacial transitions from marine to upland environments",Boreas,LakeSediment,-66,10942,pollen,73,7,this compilation,wave1,150.7945205,NA,NA,NA,NA,Gould.Anderson.2008.lpd.csv,LipD,LipD,pollen
374,131,46.2,7.85,Graechen See,GraechenSee.Krisai.2006.lpd,1725,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Krisai, R.; Mayer, W.; Schroeck, C.; Tuerk, R.",2006,"Das Gradenmoos in der Schobergruppe (NP Hohe Tauern, Kaerten) Vegetation und Entstehung",Carinthia II,LakeSediment,25.36,8318.67,pollen,81,6,this compilation,wave1,102.3865432,NA,NA,NA,NA,GraechenSee.Krisai.2006.lpd.csv,LipD,LipD,pollen
375,132,45.18,-77.35,Graham,Graham.Fuller.1997.lpd,381,North America>Canada>Ontario,North America>Canada>Ontario,"Fuller, Janice L.",1997,"Holocene forest dynamics in southern Ontario, Canada: Fine-resolution pollen data",Canadian Journal of Botany,LakeSediment,1,10980,pollen,208,7,this compilation,wave1,52.78365385,NA,NA,NA,NA,Graham.Fuller.1997.lpd.csv,LipD,LipD,pollen
376,133,47.37,-2.25,Grande Briere,GrandeBriere.Visset.1979.lpd,80,Europe>Western Europe>France,Europe>Western Europe>France,"Visset, L.",1979,Recherches palynologiques sur la vegetation Pleistocene et Holocene de quelques sites du district phytogeographique de Basse-Loire,NA,Peat,253.23,4951.3,pollen,48,6,this compilation,wave1,97.87645833,NA,NA,NA,NA,GrandeBriere.Visset.1979.lpd.csv,LipD,LipD,pollen
377,134,55.03,-62.63,Gravel Ridge,GravelRidge.Lamb.1985.lpd,565,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"Lamb, H. F.",1985,Palynological evidence for postglacial change in the position of tree limit in Labrador,Ecological Monographs,LakeSediment,47,7279,pollen,45,7,this compilation,wave1,160.7111111,NA,NA,NA,NA,GravelRidge.Lamb.1985.lpd.csv,LipD,LipD,pollen
378,135,38,-116.5,Great Basin,GreatBasin.Salzer.2014.lpd,0,North America>United States Of America>Nevada,North America>United States Of America>Nevada,"Salzer, Matthew W.; Bunn, Andrew G.; Graham, Nicholas E.; Hughes, Malcolm K.",2014,"Five millennia of paleotemperature from tree-rings in the Great Basin, USA",Climate Dynamics,Wood,-56,4524,TRW,4581,NA,ncdc.noaa.gov/paleo/study/17056,wave1,0.999781707,NA,NA,NA,NA,GreatBasin.Salzer.2014.lpd.csv,LipD,LipD,TRW
379,136,43.64,-79.47,Grenadier,Grenadier.McAndrews.1988.lpd,76,North America>Canada>Ontario,North America>Canada>Ontario,"McCarthy, FrancineM.G.; McAndrews, JohnH.",1988,"Water levels in Lake Ontario 4230-2000 years B.P.: Evidence from Grenadier Pond, Toronto, Canada",Journal of Paleolimnology,LakeSediment,-27,4631,pollen,79,7,this compilation,wave1,58.96202532,NA,NA,NA,NA,Grenadier.McAndrews.1988.lpd.csv,LipD,LipD,pollen
380,137,50.77,-55.52,Grey Islands,GreyIslands.Cullen.2002.lpd,104,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"Evans, N.S.",2002,"An investigation of the Holocene pollen record from the Grey Islands, Newfoundland",NA,LakeSediment,-37,10862,pollen,79,7,this compilation,wave1,137.9620253,NA,NA,NA,NA,GreyIslands.Cullen.2002.lpd.csv,LipD,LipD,pollen
381,138,72.58,-37.63,GRIP,GRIP.Vinther.2006.lpd,3237,NA,North America>Greenland,"Johnsen, Sigfus J.; Dahl-Jensen, Dorthe; Dansgaard, Willi; Gundestrup, Niels",1995,Greenland palaeotemperatures derived from GRIP bore hole temperature and ice core isotope profiles,Tellus B: Chemical and Physical Meteorology,GlacierIce,-39,248763,NA,0,NA,10.1594/PANGAEA.586860,wave1,#DIV/0!,NA,NA,NA,NA,GRIP.Vinther.2006.lpd.csv,LipD,LipD,others
382,139,68.165,92.1731,GYXO,GYXO.Self.2015.lpd,569,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Self, Angela E; Jones, Vivienne J; Brooks, Steve J",2015,Late Holocene environmental change in arctic western Siberia,The Holocene,LakeSediment,-56,3476,chironomid,20,8,this compilation,wave1,176.6,NA,NA,NA,NA,GYXO.Self.2015.lpd.csv,LipD,LipD,chironomid
383,140,-36.9225,177.4392,H214,H214.Samson.2005.lpd,-2045,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Samson, Catherine R.; Sikes, Elisabeth L.; Howard, William R.",2005,"Deglacial paleoceanographic history of the Bay of Plenty, New Zealand",Paleoceanography,MarineSediment,590,16210,foraminifera,77,9,www.ncdc.noaa.gov/paleo/study/2647,wave1,202.8571429,NA,NA,NA,NA,H214.Samson.2005.lpd.csv,LipD,LipD,foraminifera
384,141,46.79,7.83,Haengstli,Haengstli.Heeb.1972.lpd,1252,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Heeb, K.; Welten, M.",1972,Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern.,Neue Folge,Peat,211.61,7834.28,pollen,47,6,this compilation,wave1,162.1844681,NA,NA,NA,NA,Haengstli.Heeb.1972.lpd.csv,LipD,LipD,pollen
385,142,43.24,-80.41,Hams,Hams.Bennett.1987.lpd,301,North America>Canada>Ontario,North America>Canada>Ontario,"Bennett, K. D.",1987,Holocene history of forest trees in southern Ontario,Canadian Journal of Botany,LakeSediment,-29,10864,pollen,82,7,this compilation,wave1,132.8414634,NA,NA,NA,NA,Hams.Bennett.1987.lpd.csv,LipD,LipD,pollen
386,143,65.97,-18.45,Hamundarstadhahals,Hamundarstadhahals.Caseldine.2006.lpd,100,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Caseldine, Chris; Langdon, Peter; Holmes, Naomi",2006,Early Holocene climate variability and the timing and extent of the Holocene Thermal Maximum (HTM) in northern Iceland,Quaternary Science Reviews,LakeSediment,7686.27,10738.375,chironomid,30,6,this compilation,wave1,101.7368333,NA,NA,NA,NA,Hamundarstadhahals.Caseldine.2006.lpd.csv,LipD,LipD,chironomid
387,144,68.38,-138.38,Hanging Lake,Hanging.Cwynar.1982.lpd,500,North America>Canada>Yukon Territory,North America>Canada>Yukon Territory,"Cwynar, Les C.",1982,"A Late-Quaternary vegetation history from Hanging Lake, Northern Yukon",Ecological Monographs,LakeSediment,0,10279.7,pollen,133,7,this compilation,wave1,77.29097744,NA,NA,NA,NA,Hanging.Cwynar.1982.lpd.csv,LipD,LipD,pollen
388,145,42.2167,126.517,Hani,Hani.Zheng.2017.lpd,910,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Zheng, Yanhong; Pancost, Richard D.; Liu, Xiaodong; Wang, Zhangzhang; Naafs, B.D.A.; Xie, Xiaoxun; Liu, Zhao; Yu, Xuefeng; Yang, Huan",2017,Atmospheric connections with the North Atlantic enhanced the deglacial warming in northeast China,Geology,Peat,0,16180.3,GDGT,110,6,this compilation,wave1,147.0936364,NA,NA,NA,NA,Hani.Zheng.2017.lpd.csv,LipD,LipD,GDGT
389,146,79.26,11.52,HAP0212,HAP0212.vanderBilt.2016.lpd,12,Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen,Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen,"van der Bilt, Willem G.M.; D'Andrea, William J.; Bakke, Jostein; Balascio, Nicholas L.; Werner, Johannes P.; Gjerde, Marthe; Bradley, Raymond S.",2018,Alkenone-based reconstructions reveal four-phase Holocene temperature evolution for high arctic Svalbard,Quaternary Science Reviews,LakeSediment,533.7,11117.3,alkenone,60,15,10.1594/PANGAEA.868936,wave1,176.3933333,NA,NA,NA,NA,HAP0212.vanderBilt.2016.lpd.csv,LipD,LipD,alkenone
390,147,52.93,-66.95,Harrie,Harrie.King.1986.lpd,530,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"King, G.A.",1986,Deglaciation and vegetation history of western Labrador and adjacent Quebec,NA,LakeSediment,-5,6805,pollen,28,7,this compilation,wave1,243.2142857,NA,NA,NA,NA,Harrie.King.1986.lpd.csv,LipD,LipD,pollen
391,148,65.03,-21.37,Haukdalsvatn,Haukdalsvatn.Larsen.2013.lpd,32,Europe>Northern Europe>Iceland,Europe>Northern Europe>Iceland,"Geirsd _ttir, _slaug; Miller, Gifford H.; Larsen, Darren J.;   lafsd _ttir, S _d _s",2013,Abrupt Holocene climate transitions in the northern North Atlantic region recorded by synchronized lacustrine records in Iceland,Quaternary Science Reviews,LakeSediment,2,9998,NA,0,NA,www.ncdc.noaa.gov/paleo/study/15444,wave1,#DIV/0!,NA,NA,NA,NA,Haukdalsvatn.Larsen.2013.lpd.csv,LipD,LipD,others
392,149,49.68,-1.28,Havre de Crabec,HavredeCrabec.Coutard.2006.lpd,2,Europe>Western Europe>France,Europe>Western Europe>France,"Coutard, S.; Clet-Pellerin, M.",2006,"Evolution de la sedimentation et de la vegetation pendant l'Holocene dans les marais arriere-littoraux du Val de Saire (Cotentin, Normandie)","L'erosion entre Societe, Climat et Paleoenvironnements",Peat,5.01,6837.88,pollen,51,6,this compilation,wave1,133.9778431,NA,NA,NA,NA,HavredeCrabec.Coutard.2006.lpd.csv,LipD,LipD,pollen
393,150,47.32,-53.13,Hawke Hills Kettle,HawkeHillsKettle.Macpherson.1982.lpd,220,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"Brown Macpherson, Joyce",1982,"Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard",Geographie physique et Quaternaire,LakeSediment,-27,8121,pollen,38,7,this compilation,wave1,214.4210526,NA,NA,NA,NA,HawkeHillsKettle.Macpherson.1982.lpd.csv,LipD,LipD,pollen
394,151,27.36,100.07,Heihai Lake,HeihaiLake.Chang.2017.lpd,4118,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Chang, Jie; Zhang, Enlou; Liu, Enfeng; Shulmeister, James",2017,Summer temperature variability inferred from subfossil chironomid assemblages from the south-east margin of the Qinghai   Tibetan Plateau for the last 5000 years,The Holocene,LakeSediment,-59,5224,chironomid,54,8,this compilation,wave1,97.83333333,NA,NA,NA,NA,HeihaiLake.Chang.2017.lpd.csv,LipD,LipD,chironomid
395,152,30.45,110.4167,Heshang Cave,HeshangCave.Wang.2018.lpd,294,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Wang, Canfa; Bendle, James A.; Zhang, Hongbin; Yang, Yi; Liu, Deng; Huang, Junhua; Cui, Jingwei; Xie, Shucheng",2018,Holocene temperature and hydrological changes reconstructed by bacterial 3-hydroxy fatty acids in a stalagmite from central China,Quaternary Science Reviews,Speleothem,NA,NA,3-OH-Fatty Acids,73,17,this compilation,wave1,#VALUE!,NA,NA,NA,NA,HeshangCave.Wang.2018.lpd.csv,LipD,LipD,3-OH-Fatty Acids
396,153,38.2613,-119.5365,Hidden Lake CA,HiddenLakeCA.Potito.2006.lpd,2379,NA,North America>United States Of America>California,"Potito, Aaron P.",2006,"A late Quaternary chironomid-inferred temperature record from the Sierra Nevada, California, with connections to northeast Pacific sea surface temperatures",Quaternary Research,LakeSediment,15.6,15314.15,chironomid,57,8,this compilation,wave1,268.395614,NA,NA,NA,NA,HiddenLakeCA.Potito.2006.lpd.csv,LipD,LipD,chironomid
397,154,44.52,-76.6,High,High.Fuller.1997.lpd,192,North America>Canada>Ontario,North America>Canada>Ontario,"Fuller, Janice L.",1997,"Holocene forest dynamics in southern Ontario, Canada: Fine-resolution pollen data",Canadian Journal of Botany,LakeSediment,0,10566,pollen,185,7,this compilation,wave1,57.11351351,NA,NA,NA,NA,High.Fuller.1997.lpd.csv,LipD,LipD,pollen
398,155,46.7176,8.0677,Hinterburgsee,Hinterburgsee.Heiri.2015.lpd,1515,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,NA,NA,NA,NA,LakeSediment,2410,11519,chironomid,62,7,www.ncdc.noaa.gov/paleo/study/15854,wave1,146.9193548,NA,NA,NA,NA,Hinterburgsee.Heiri.2015.lpd.csv,LipD,LipD,chironomid
399,156,46.72,8.07,Hinterburgsee,Hinterburgseeli.EPD.lpd,1519,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,NA,NA,NA,NA,LakeSediment,-34.71,12619.89,pollen,100,6,this compilation,wave1,126.546,NA,NA,NA,NA,Hinterburgseeli.EPD.lpd.csv,LipD,LipD,pollen
400,157,60.51,25.23,Hirvijaervi,Hirvijaervi.Luoto.2010.lpd,104,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Luoto, Tomi P.; Kultti, Seija; Nevalainen, Liisa; Sarmaja-Korjonen, Kaarina",2010,Temperature and effective moisture variability in southern Finland during the Holocene quantified with midge-based calibration models,Journal of Quaternary Science,LakeSediment,0,11500,chironomid,44,9,this compilation,wave1,261.3636364,NA,NA,NA,NA,Hirvijaervi.Luoto.2010.lpd.csv,LipD,LipD,chironomid
401,158,76.4331,-18.7614,Hjort,HjortSo.Wagner.2008.lpd,114,North America>Greenland,North America>Greenland,"Wagner, Bernd; Bennike, Ole; Bos, Johanna A. A.; Cremer, Holger; Lotter, Andre F.; Melles, Martin",2008,"A multidisciplinary study of Holocene sediment records from Hjort S   on Store Koldewey, northeast Greenland",Journal of Paleolimnology,LakeSediment,371,10009,NA,0,17,this compilation,wave1,#DIV/0!,NA,NA,NA,NA,HjortSo.Wagner.2008.lpd.csv,LipD,LipD,others
402,159,60.11,-6.07,HM03_133_25,HM03_133_25.Solignac.2008.lpd,1156,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Solignac, Sandrine; Grelaud, Michael; de Vernal, Anne; Giraudeau, Jacques; Moros, Matthias; McCave, I. Nicholas; Hoogakker, Babette",2008,Reorganization of the upper ocean circulation in the mid-Holocene in the northeastern Atlantic,Canadian Journal of Earth Sciences,MarineSediment,757,10228,dinocyst,90,7,this compilation,wave1,105.2333333,NA,NA,NA,NA,HM03_133_25.Solignac.2008.lpd.csv,LipD,LipD,dinocyst
403,160,60.6519,14.9264,Holtjaernen,Holtjaernen.Giesecke.2008.lpd,232,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Giesecke, T.; Bjune, A.E.; Chiverrell, R.C.; Sepp _, H.; Ojala, A.E.K.; Birks, H.J.B.",2008,Exploring Holocene continentality changes in Fennoscandia using present and past tree distributions,Quaternary Science Reviews,LakeSediment,-41,11446,pollen,101,9,this compilation,wave1,113.7326733,NA,NA,NA,NA,Holtjaernen.Giesecke.2008.lpd.csv,LipD,LipD,pollen
404,161,50.1167,6.8833,Holzmaar,Holzmaar.Litt.2009.lpd,425,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Litt, Thomas; Sch苔lzel, Christian; K _hl, Norbert; Brauer, Achim",2009,Vegetation and climate history in the Westeifel Volcanic Field (Germany) during the past 11 000 years based on annually laminated lacustrine maar sediments,Boreas,LakeSediment,-23,10881,pollen,249,8,this compilation,wave1,43.79116466,NA,NA,NA,NA,Holzmaar.Litt.2009.lpd.csv,LipD,LipD,pollen
406,163,52.45,-56.43,Lake Hope Simpson,HopeSimpson.Engstrom.1985.lpd,295,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"Engstrom, D. R.; Hansen, B. C. S.",1985,Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy,Canadian Journal of Botany,LakeSediment,232,10749,pollen,50,7,this compilation,wave1,210.34,NA,NA,NA,NA,HopeSimpson.Engstrom.1985.lpd.csv,LipD,LipD,pollen
407,164,49.13,117.5,Hulun Lake,HulunLake.Wen.2009.lpd,545.3,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Wen, Ruilin; Xiao, Jule; Chang, Zhigang; Zhai, Dayou; Xu, Qinghai; Li, Yuecong; Itoh, Shigeru",2010,"Holocene precipitation and temperature variations in the East Asian monsoonal margin from pollen data from Hulun Lake in northeastern Inner Mongolia, China",Boreas,LakeSediment,-5,11035,pollen,170,20,this compilation,wave1,64.94117647,NA,NA,NA,NA,HulunLake.Wen.2009.lpd.csv,LipD,LipD,pollen
408,165,43.64,-79.48,Humber Pond 3,HumberPond3.McAndrews.1989.lpd,74,North America>Canada>Ontario,North America>Canada>Ontario,"Weninger, J. M.; McAndrews, J. H.",1989,"Late Holocene aggradation in the lower Humber River valley, Toronto, Ontario",Canadian Journal of Earth Sciences,LakeSediment,-29,4093,pollen,56,7,this compilation,wave1,73.60714286,NA,NA,NA,NA,HumberPond3.McAndrews.1989.lpd.csv,LipD,LipD,pollen
409,166,43.64,-79.49,Humber Pond 5,HumberPond5.McAndrews.1989.lpd,74,North America>Canada>Ontario,North America>Canada>Ontario,"Weninger, J. M.; McAndrews, J. H.",1989,"Late Holocene aggradation in the lower Humber River valley, Toronto, Ontario",Canadian Journal of Earth Sciences,LakeSediment,-25,4203,pollen,32,7,this compilation,wave1,132.125,NA,NA,NA,NA,HumberPond5.McAndrews.1989.lpd.csv,LipD,LipD,pollen
410,167,37.28,96.91,Hurleg lake,HurlegLake.Zhao.2013.lpd,2817,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Zhao, Cheng; Liu, Zhonghui; Rohling, Eelco J.; Yu, Zicheng; Liu, Weiguo; He, Yuxin; Zhao, Yan; Chen, Fahu",2013,Holocene temperature fluctuations in the northern Tibetan Plateau,Quaternary Research,LakeSediment,481,8661,alkenone,136,11,this compilation,wave1,60.14705882,NA,NA,NA,NA,HurlegLake.Zhao.2013.lpd.csv,LipD,LipD,alkenone
411,168,64.6167,-19.85,Hvitarvatn,Hvitarvatn.Larsen.2013.lpd,422,Europe>Northern Europe>Iceland,Europe>Northern Europe>Iceland,"Geirsd _ttir, _slaug; Miller, Gifford H.; Larsen, Darren J.;   lafsd _ttir, S _d _s",2013,Abrupt Holocene climate transitions in the northern North Atlantic region recorded by synchronized lacustrine records in Iceland,Quaternary Science Reviews,LakeSediment,-38,10181,NA,NA,NA,www.ncdc.noaa.gov/paleo/study/15444,wave1,#VALUE!,NA,NA,NA,NA,Hvitarvatn.Larsen.2013.lpd.csv,LipD,LipD,others
412,169,48.9131,22.1636,Hypkana,Hypkana.Hajkova.2016.lpd,820,Europe>Eastern Europe>Slovakia,Europe>Eastern Europe>Slovakia,"H  jkov  , Petra; Pa  il, Petr; Petr, Libor; Chattov  , Barbora; Matys Grygar, Tom",2016,A first chironomid-based summer temperature reconstruction (13   5 ka BP) around 49  N in inland Europe compared with local lake development,Quaternary Science Reviews,LakeSediment,5070,13074,chironomid,34,8,www.ncdc.noaa.gov/paleo/study/28046,wave1,235.4117647,NA,NA,NA,NA,Hypkana.Hajkova.2016.lpd.csv,LipD,LipD,chironomid
413,170,66.14,-66.08,Iglutalik Lake,Iglutalik.Kerwin.2004.lpd,90,NA,North America>Canada>Nunavut,"Kerwin, Michael W.",2004,"Pollen-based summer temperature reconstructions for the eastern Canadian boreal forest, subarctic, and Arctic",Quaternary Science Reviews,LakeSediment,-24.346,10268.932,pollen,59,7,www.ncdc.noaa.gov/paleo/study/15444,wave1,174.462339,NA,NA,NA,NA,Iglutalik.Kerwin.2004.lpd.csv,LipD,LipD,pollen
414,171,50.92,-90.45,Indian,Indian.Bjorck.1985.lpd,383,North America>Canada>Ontario,North America>Canada>Ontario,"Bj苔rck, Svante",1985,Deglaciation chronology and revegetation in northwestern Ontario,Canadian Journal of Earth Sciences,LakeSediment,5820,10290,pollen,23,7,this compilation,wave1,194.3478261,NA,NA,NA,NA,Indian.Bjorck.1985.lpd.csv,LipD,LipD,pollen
415,172,47.14,-93.64,Irvin,Irvin.Cushing.1982.lpd,478,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Alwin, B.C.",1982,"Vegetation history of the Sugar Hills area, Itasca Co., Minnesota",NA,LakeSediment,-20,10771,pollen,44,7,this compilation,wave1,245.25,NA,NA,NA,NA,Irvin.Cushing.1982.lpd.csv,LipD,LipD,pollen
416,173,60.22,22.13,Isokaerret,Isokaerret.Asplund.1989.lpd,16,Atlantic Ocean>North Atlantic Ocean>Baltic Sea,Atlantic Ocean>North Atlantic Ocean>Baltic Sea,"Asplund, H.; Vuorela, I.",1989,Settlement studies in Kemioe - Archaeological problems and palynological evidence,Fennoskandia Archaeologica,Peat,-44.69,4245.89,pollen,38,6,this compilation,wave1,112.91,NA,NA,NA,NA,Isokaerret.Asplund.1989.lpd.csv,LipD,LipD,pollen
417,174,63.67,-65.15,Jake,Jake.Kerwin.2005.lpd,300,North America>Canada>Nunavut,North America>Canada>Nunavut,"Miller, Gifford H.; Wolfe, Alexander P.; Briner, Jason P.; Sauer, Peter E.; Nesje, Atle",2005,"Holocene glaciation and climate evolution of Baffin Island, Arctic Canada",Quaternary Science Reviews,LakeSediment,-41,8081.666,pollen,27,15,www.ncdc.noaa.gov/paleo/study/15444,wave1,300.8394815,NA,NA,NA,NA,Jake.Kerwin.2005.lpd.csv,LipD,LipD,pollen
418,175,-64.2017,-57.685,James Ross Island,JamesRossIsland.Mulvaney.2012.lpd,1542,Antarctica,Antarctica,"Mulvaney, Robert; Abram, Nerilie J.; Hindmarsh, Richard C. A.; Arrowsmith, Carol; Fleet, Louise; Triest, Jack; Sime, Louise C.; Alemany, Olivier; Foord, Susan",2012,Recent Antarctic Peninsula warming relative to Holocene climate and ice-shelf history,Nature,GlacierIce,-58,14263.66,NA,NA,NA,www.ncdc.noaa.gov/paleo/study/13954,wave1,#VALUE!,NA,NA,NA,NA,JamesRossIsland.Mulvaney.2012.lpd.csv,LipD,LipD,others
419,176,42.33,126.37,Jinchuan Peat Bog,JinchueanBog.Yu.2013.lpd,600,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Yu, Shi-Yong",2013,Quantitative reconstruction of mid- to late-Holocene climate in NE China from peat cellulose stable oxygen and carbon isotope records and mechanistic models,The Holocene,Peat,20,5752,d18O,130,8,this compilation,wave1,44.09230769,NA,NA,NA,NA,JinchueanBog.Yu.2013.lpd.csv,LipD,LipD,d18O
420,177,-49.917,-74.383,JPC-42,JPC42.Caniupan.2014.lpd,-904,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Caniup  n, Magaly; Lamy, Frank; Lange, Carina B.; Kaiser, Jer太me; Kilian, Rolf; Arz, Helge W.; Le _n, Tania; Mollenhauer, Gesine; Sandoval, Susana; De Pol-Holz, Ricardo; Pantoja, Silvio; Wellner, Julia; Tiedemann, Ralf",2014,Holocene sea-surface temperature variability in the Chilean fjord region,Quaternary Research,MarineSediment,NA,NA,alkenone,76,7,this compilation,wave1,#VALUE!,NA,NA,NA,NA,JPC42.Caniupan.2014.lpd.csv,LipD,LipD,alkenone
422,179,69.9,-95.07,JR01,JR01chironomid.Fortin.2017.lpd,120,North America>Canada>Nunavut,North America>Canada>Nunavut,"Fortin, Marie-Claude; Gajewski, Konrad",2016,"Multiproxy paleoecological evidence of Holocene climatic changes on the Boothia Peninsula, Canadian Arctic",Quaternary Research,LakeSediment,-24,6916,chironomid,112,7,this compilation,wave1,61.96428571,NA,NA,NA,NA,JR01chironomid.Fortin.2017.lpd.csv,LipD,LipD,chironomid
423,180,60.73,24.22,Kaartlamminsuo,Kaartlamminsuo.Rankama.1988.lpd,115,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Rankama, T.; Vuorela, I.",1988,Between inland and coast in Metal Age Finland - human impact on the primeval forests of southern H _me during the Iron Age,Memoranda Societatis Pro Fauna et Flora Fennica,Peat,159.64,4900.81,pollen,54,6,this compilation,wave1,87.79944444,NA,NA,NA,NA,Kaartlamminsuo.Rankama.1988.lpd.csv,LipD,LipD,pollen
424,181,42.7918,-3.8496,Kaite Cobre Mayor,KaiteCobreMayor.MartinChivelet.2011.lpd,1173,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,"Mart _n-Chivelet, Javier; Mu瘫oz-Garc _a, M. Belen; Edwards, R. Lawrence; Turrero, Mar _a J.; Ortega, Ana I.",2011,"Land surface temperature changes in northern Iberia since 4000 yrBP, based on   13C of speleothems",Global and Planetary Change,Speleothem,NA,NA,d13C,876,23,www.ncdc.noaa.gov/paleo/study/12194,wave1,#VALUE!,NA,NA,NA,NA,KaiteCobreMayor.MartinChivelet.2011.lpd.csv,LipD,LipD,d13C
